Unnamed: 0,season,gameId,date,result_reg,team_goals_reg_home,team_goals_reg_away,teamname_home,teamname_away,odd_winhome,odd_draw,odd_awaywin,teamname_home_home_dup,home_goals_from_players,home_assists,home_shots,home_toi_total,home_num_players,teamname_away_away_dup,away_goals_from_players,away_assists,away_shots,away_toi_total,away_num_players
12688,2022,2022020014,2022-10-13,0,1,3,NYI,FLA,2.76,4.45,2.17,NYI,1.0,2.0,33.0,20880,20,FLA,3.0,3.0,29.0,21187,20
12689,2022,2022020015,2022-10-13,2,3,2,TOR,WSH,1.8,4.95,3.75,TOR,3.0,6.0,39.0,21079,20,WSH,2.0,4.0,26.0,21279,20
12690,2022,2022020016,2022-10-13,0,1,4,NSH,DAL,2.19,4.3,2.81,NSH,1.0,1.0,32.0,21226,20,DAL,4.0,7.0,29.0,21009,20
12691,2022,2022020017,2022-10-13,0,3,7,MIN,NYR,2.32,4.55,2.84,MIN,3.0,4.0,36.0,20945,20,NYR,7.0,11.0,35.0,21034,20
12692,2022,2022020018,2022-10-13,2,5,3,CGY,COL,2.22,4.6,2.97,CGY,5.0,7.0,27.0,21024,20,COL,3.0,4.0,25.0,21013,20
12693,2022,2022020019,2022-10-13,2,1,0,VGK,CHI,1.48,5.65,5.65,VGK,1.0,1.0,37.0,21360,20,CHI,0.0,0.0,27.0,21240,20
12694,2022,2022020020,2022-10-13,0,1,4,LAK,SEA,1.89,4.6,3.48,LAK,1.0,0.0,27.0,20912,20,SEA,4.0,5.0,22.0,21116,20
12698,2022,2022020024,2022-10-14,0,1,2,SJS,CAR,3.65,4.65,1.8,SJS,1.0,2.0,19.0,21240,20,CAR,2.0,3.0,35.0,21002,20
12697,2022,2022020023,2022-10-14,2,4,1,WPG,NYR,2.31,4.75,2.86,WPG,4.0,7.0,34.0,21360,20,NYR,1.0,2.0,41.0,21303,20
12695,2022,2022020021,2022-10-14,0,2,5,CBJ,TBL,3.52,4.6,1.91,CBJ,2.0,4.0,28.0,21408,20,TBL,5.0,10.0,39.0,21120,20
12696,2022,2022020022,2022-10-14,2,3,0,DET,MTL,1.89,4.6,3.28,DET,3.0,6.0,40.0,21240,20,MTL,0.0,0.0,29.0,21240,20
12711,2022,2022020037,2022-10-15,0,2,5,SEA,VGK,2.7,4.5,2.18,SEA,2.0,4.0,33.0,21287,20,VGK,5.0,9.0,30.0,21397,20
12712,2022,2022020038,2022-10-15,0,2,5,SJS,CHI,2.08,4.4,2.9,SJS,2.0,4.0,26.0,21240,20,CHI,5.0,9.0,25.0,21120,20
12710,2022,2022020036,2022-10-15,0,3,4,EDM,CGY,2.21,4.95,2.88,EDM,3.0,5.0,29.0,21061,20,CGY,4.0,6.0,42.0,21054,20
12708,2022,2022020034,2022-10-15,0,6,7,MIN,LAK,1.9,4.55,3.25,MIN,6.0,11.0,35.0,20979,20,LAK,7.0,14.0,34.0,21074,20
12707,2022,2022020033,2022-10-15,2,5,2,STL,CBJ,1.67,5.05,4.33,STL,5.0,7.0,25.0,21442,20,CBJ,2.0,4.0,25.0,21342,20
12706,2022,2022020032,2022-10-15,2,7,1,NYI,ANA,1.93,4.45,3.25,NYI,7.0,12.0,38.0,21000,20,ANA,1.0,0.0,23.0,21000,20
12709,2022,2022020035,2022-10-15,2,5,1,DAL,NSH,2.26,4.35,2.65,DAL,5.0,6.0,22.0,21083,20,NSH,1.0,2.0,30.0,21240,20
12704,2022,2022020030,2022-10-15,2,3,2,TOR,OTT,1.69,5.0,4.0,TOR,3.0,6.0,32.0,21433,20,OTT,2.0,4.0,28.0,21425,20
12703,2022,2022020029,2022-10-15,2,3,1,WSH,MTL,1.53,5.35,5.1,WSH,3.0,6.0,29.0,21240,20,MTL,1.0,2.0,22.0,21406,20
12702,2022,2022020028,2022-10-15,0,2,5,NJD,DET,1.94,4.7,3.35,NJD,2.0,4.0,39.0,20880,20,DET,5.0,10.0,22.0,21000,20
12701,2022,2022020027,2022-10-15,2,6,3,BOS,ARI,1.51,5.35,5.25,BOS,6.0,9.0,43.0,21256,20,ARI,3.0,4.0,24.0,21269,20
12700,2022,2022020026,2022-10-15,2,3,2,PHI,VAN,3.05,4.45,2.04,PHI,3.0,4.0,31.0,20863,20,VAN,2.0,4.0,30.0,20980,20
12699,2022,2022020025,2022-10-15,0,3,4,BUF,FLA,3.3,4.8,1.84,BUF,3.0,4.0,27.0,20950,20,FLA,4.0,7.0,37.0,21120,20
12705,2022,2022020031,2022-10-15,2,6,2,PIT,TBL,2.06,4.85,3.2,PIT,6.0,10.0,45.0,21217,20,TBL,2.0,4.0,36.0,21237,20
12720,2022,2022020046,2022-10-17,2,4,1,DAL,WPG,2.1,4.25,2.91,DAL,4.0,7.0,29.0,21000,20,WPG,1.0,2.0,25.0,21216,20
12713,2022,2022020039,2022-10-17,2,6,4,NYR,ANA,1.66,4.9,4.33,NYR,6.0,12.0,43.0,21480,20,ANA,4.0,8.0,22.0,21227,20
12714,2022,2022020040,2022-10-17,0,2,4,TOR,ARI,1.32,6.4,7.0,TOR,2.0,2.0,28.0,21037,20,ARI,4.0,6.0,19.0,20905,20
12715,2022,2022020041,2022-10-17,2,5,3,BOS,FLA,2.81,4.7,2.3,BOS,5.0,5.0,34.0,21120,20,FLA,3.0,6.0,41.0,21240,19
12716,2022,2022020042,2022-10-17,1,2,2,MTL,PIT,4.2,4.95,1.67,MTL,3.0,6.0,39.0,22079,20,PIT,2.0,4.0,28.0,22116,20
12717,2022,2022020043,2022-10-17,2,6,4,WSH,VAN,2.16,4.33,2.77,WSH,6.0,11.0,30.0,21430,20,VAN,4.0,8.0,30.0,21330,20
12718,2022,2022020044,2022-10-17,1,4,4,DET,LAK,2.72,4.3,2.18,DET,4.0,8.0,33.0,21408,20,LAK,5.0,9.0,36.0,21452,20
12719,2022,2022020045,2022-10-17,0,3,6,MIN,COL,2.7,4.6,2.4,MIN,3.0,6.0,39.0,21191,20,COL,6.0,10.0,38.0,21044,20
12721,2022,2022020047,2022-10-17,0,1,5,SEA,CAR,3.3,4.4,1.92,SEA,1.0,2.0,23.0,21151,20,CAR,5.0,10.0,34.0,21126,20
12728,2022,2022020054,2022-10-18,0,2,4,EDM,BUF,1.69,5.25,4.0,EDM,2.0,3.0,48.0,21115,20,BUF,4.0,4.0,24.0,21120,20
12729,2022,2022020055,2022-10-18,2,3,2,CGY,VGK,2.13,4.4,3.3,CGY,3.0,6.0,40.0,21120,20,VGK,2.0,4.0,21.0,20999,20
12726,2022,2022020052,2022-10-18,1,3,3,NSH,LAK,2.04,4.5,3.42,NSH,3.0,5.0,32.0,21852,20,LAK,3.0,5.0,35.0,22200,20
12727,2022,2022020053,2022-10-18,0,2,3,TBL,PHI,1.56,5.15,4.75,TBL,2.0,4.0,38.0,21439,20,PHI,3.0,4.0,24.0,21354,20
12724,2022,2022020050,2022-10-18,1,3,3,CBJ,VAN,2.48,4.5,2.38,CBJ,4.0,8.0,33.0,22044,20,VAN,3.0,6.0,35.0,22164,20
12725,2022,2022020051,2022-10-18,2,5,2,NYI,SJS,1.82,4.5,3.6,NYI,5.0,8.0,46.0,21240,20,SJS,2.0,3.0,28.0,21240,20
12723,2022,2022020049,2022-10-18,2,7,5,OTT,BOS,2.26,4.33,2.7,OTT,7.0,13.0,31.0,21050,20,BOS,5.0,8.0,34.0,21127,20
12722,2022,2022020048,2022-10-18,2,4,2,NJD,ANA,1.83,4.7,3.4,NJD,4.0,8.0,41.0,21120,20,ANA,2.0,3.0,20.0,21322,20
12730,2022,2022020056,2022-10-19,2,4,3,FLA,PHI,1.5,5.5,5.25,FLA,4.0,8.0,36.0,20913,20,PHI,3.0,6.0,33.0,21240,20
12731,2022,2022020057,2022-10-19,1,3,3,COL,WPG,1.77,5.0,4.2,COL,3.0,6.0,33.0,21275,20,WPG,4.0,7.0,28.0,21447,20
12732,2022,2022020058,2022-10-19,1,3,3,SEA,STL,2.99,4.45,2.19,SEA,3.0,6.0,35.0,21760,20,STL,4.0,8.0,28.0,22000,20
12744,2022,2022020070,2022-10-20,2,5,2,VGK,WPG,1.73,4.85,3.95,VGK,5.0,7.0,32.0,21480,20,WPG,2.0,4.0,28.0,21240,20
12743,2022,2022020069,2022-10-20,2,6,4,EDM,CAR,2.5,4.8,2.53,EDM,6.0,10.0,33.0,21215,20,CAR,4.0,8.0,40.0,21120,20
12742,2022,2022020068,2022-10-20,0,3,6,CGY,BUF,1.62,5.05,4.5,CGY,3.0,6.0,43.0,21073,20,BUF,6.0,12.0,32.0,21475,20
12741,2022,2022020067,2022-10-20,1,3,3,MIN,VAN,1.87,4.7,3.35,MIN,4.0,7.0,37.0,21968,20,VAN,3.0,6.0,26.0,21888,20
12740,2022,2022020066,2022-10-20,0,1,4,NYI,NJD,2.04,4.55,3.0,NYI,1.0,2.0,17.0,21120,20,NJD,4.0,5.0,43.0,21240,20
12739,2022,2022020065,2022-10-20,2,5,2,OTT,WSH,2.35,4.5,2.48,OTT,5.0,7.0,44.0,21024,20,WSH,2.0,4.0,24.0,21104,20
12737,2022,2022020063,2022-10-20,2,5,3,CBJ,NSH,2.88,4.6,2.5,CBJ,5.0,8.0,42.0,21000,20,NSH,3.0,6.0,26.0,21240,20
12736,2022,2022020062,2022-10-20,2,6,1,PIT,LAK,1.92,4.95,3.58,PIT,6.0,9.0,34.0,20988,20,LAK,1.0,2.0,40.0,21244,20
12735,2022,2022020061,2022-10-20,1,2,2,TOR,DAL,1.87,4.7,3.4,TOR,3.0,6.0,43.0,22260,20,DAL,2.0,4.0,28.0,21680,20
12734,2022,2022020060,2022-10-20,2,6,2,MTL,ARI,1.97,4.55,3.1,MTL,6.0,3.0,30.0,21240,20,ARI,2.0,4.0,27.0,21480,20
12733,2022,2022020059,2022-10-20,1,1,1,BOS,ANA,1.7,5.0,4.0,BOS,1.0,2.0,36.0,22454,20,ANA,1.0,2.0,31.0,22430,20
12738,2022,2022020064,2022-10-20,1,2,2,NYR,SJS,1.59,5.05,4.75,NYR,2.0,3.0,23.0,21522,20,SJS,3.0,6.0,27.0,21196,20
12745,2022,2022020071,2022-10-21,1,2,2,FLA,TBL,2.46,4.8,2.57,FLA,2.0,4.0,38.0,21374,20,TBL,3.0,6.0,32.0,21481,20
12746,2022,2022020072,2022-10-21,1,3,3,CHI,DET,2.55,4.45,2.28,CHI,4.0,3.0,29.0,21633,20,DET,3.0,5.0,28.0,21788,20
12747,2022,2022020073,2022-10-21,0,2,3,COL,SEA,1.65,5.0,4.3,COL,2.0,4.0,20.0,21098,20,SEA,3.0,5.0,38.0,21360,20
12755,2022,2022020081,2022-10-22,0,3,6,CBJ,PIT,3.1,4.7,1.98,CBJ,3.0,2.0,32.0,21240,20,PIT,6.0,9.0,39.0,21480,20
12759,2022,2022020085,2022-10-22,1,2,2,CGY,CAR,2.12,4.5,2.8,CGY,3.0,3.0,32.0,22200,20,CAR,2.0,3.0,27.0,22296,20
12758,2022,2022020084,2022-10-22,0,1,5,VAN,BUF,1.95,4.6,3.1,VAN,1.0,2.0,30.0,21576,20,BUF,5.0,9.0,27.0,21133,20
12760,2022,2022020086,2022-10-22,0,2,3,VGK,COL,2.28,4.9,2.78,VGK,2.0,4.0,35.0,21472,20,COL,3.0,5.0,25.0,21216,20
12756,2022,2022020082,2022-10-22,0,1,4,WPG,TOR,3.2,4.7,1.94,WPG,1.0,2.0,31.0,21328,20,TOR,4.0,8.0,28.0,21240,20
12754,2022,2022020080,2022-10-22,2,5,3,TBL,NYI,2.16,4.5,2.74,TBL,5.0,9.0,26.0,21240,20,NYI,3.0,1.0,35.0,21240,20
12757,2022,2022020083,2022-10-22,0,1,3,NSH,PHI,1.78,4.7,3.95,NSH,1.0,2.0,32.0,21360,20,PHI,3.0,5.0,25.0,21271,20
12752,2022,2022020078,2022-10-22,0,2,5,MTL,DAL,3.25,4.5,1.94,MTL,2.0,4.0,34.0,21322,20,DAL,5.0,8.0,30.0,21120,20
12751,2022,2022020077,2022-10-22,0,0,2,EDM,STL,2.03,4.7,3.0,EDM,0.0,0.0,23.0,21539,20,STL,2.0,3.0,22.0,21480,20
12750,2022,2022020076,2022-10-22,2,6,2,OTT,ARI,1.61,5.25,4.5,OTT,6.0,10.0,32.0,20762,20,ARI,2.0,3.0,22.0,20972,20
12749,2022,2022020075,2022-10-22,2,2,1,NJD,SJS,1.82,4.65,3.5,NJD,2.0,2.0,36.0,21360,20,SJS,1.0,2.0,22.0,21286,20
12748,2022,2022020074,2022-10-22,1,3,3,BOS,MIN,2.49,4.75,2.55,BOS,4.0,8.0,43.0,22445,20,MIN,3.0,6.0,27.0,22442,20
12753,2022,2022020079,2022-10-22,2,4,3,WSH,LAK,2.08,4.5,2.85,WSH,4.0,7.0,32.0,21480,20,LAK,3.0,4.0,26.0,21240,20
12764,2022,2022020090,2022-10-23,2,3,2,FLA,NYI,1.91,4.9,3.62,FLA,3.0,2.0,32.0,20970,20,NYI,2.0,4.0,26.0,21120,20
12763,2022,2022020089,2022-10-23,0,1,5,NYR,CBJ,1.62,5.15,4.4,NYR,1.0,0.0,31.0,21480,20,CBJ,5.0,9.0,21.0,21241,20
12765,2022,2022020091,2022-10-23,0,0,3,PHI,SJS,2.22,4.4,2.74,PHI,0.0,0.0,30.0,21480,20,SJS,3.0,6.0,25.0,21360,20
12761,2022,2022020087,2022-10-23,2,5,4,CHI,SEA,2.85,4.45,2.13,CHI,5.0,7.0,27.0,21120,20,SEA,4.0,7.0,34.0,21383,20
12762,2022,2022020088,2022-10-23,2,5,1,DET,ANA,2.15,4.5,2.8,DET,5.0,9.0,41.0,21120,20,ANA,1.0,2.0,33.0,21214,20
12766,2022,2022020092,2022-10-24,2,4,2,OTT,DAL,2.43,4.5,2.45,OTT,4.0,6.0,32.0,21240,20,DAL,2.0,2.0,31.0,21176,20
12767,2022,2022020093,2022-10-24,0,3,6,NJD,WSH,2.21,4.6,2.7,NJD,3.0,6.0,41.0,21267,20,WSH,6.0,10.0,22.0,21120,20
12768,2022,2022020094,2022-10-24,2,6,3,EDM,PIT,2.28,5.0,2.75,EDM,6.0,9.0,47.0,21030,20,PIT,3.0,5.0,35.0,21328,20
12769,2022,2022020095,2022-10-24,2,4,0,WPG,STL,2.41,4.4,2.47,WPG,4.0,8.0,43.0,21360,20,STL,0.0,0.0,25.0,21001,20
12770,2022,2022020096,2022-10-24,2,3,1,VGK,TOR,2.44,4.65,2.38,VGK,3.0,5.0,33.0,21360,20,TOR,1.0,2.0,23.0,21241,20
12771,2022,2022020097,2022-10-24,0,2,3,VAN,CAR,3.1,4.6,1.94,VAN,2.0,4.0,16.0,21349,20,CAR,3.0,6.0,39.0,21434,20
12778,2022,2022020104,2022-10-25,2,4,1,CGY,PIT,1.9,4.8,3.36,CGY,4.0,6.0,36.0,21070,20,PIT,1.0,2.0,33.0,21355,20
12781,2022,2022020107,2022-10-25,0,2,4,SJS,VGK,3.08,4.55,1.97,SJS,2.0,3.0,31.0,21480,20,VGK,4.0,7.0,31.0,21452,20
12780,2022,2022020106,2022-10-25,2,4,2,LAK,TBL,2.9,4.65,2.25,LAK,4.0,7.0,33.0,21000,20,TBL,2.0,2.0,25.0,21107,20
12779,2022,2022020105,2022-10-25,2,5,1,SEA,BUF,2.19,4.6,2.75,SEA,5.0,9.0,24.0,21120,20,BUF,1.0,2.0,16.0,21307,20
12777,2022,2022020103,2022-10-25,2,4,2,CHI,FLA,4.2,4.9,1.73,CHI,4.0,7.0,22.0,20760,20,FLA,2.0,4.0,31.0,21323,20
12772,2022,2022020098,2022-10-25,0,3,6,CBJ,ARI,1.68,5.05,4.15,CBJ,3.0,6.0,33.0,21009,20,ARI,6.0,11.0,19.0,21000,20
12775,2022,2022020101,2022-10-25,0,1,3,MTL,MIN,3.5,4.85,1.77,MTL,1.0,2.0,27.0,21000,20,MIN,3.0,3.0,31.0,21000,20
12774,2022,2022020100,2022-10-25,2,3,1,BOS,DAL,2.0,4.45,3.3,BOS,3.0,4.0,29.0,21240,20,DAL,1.0,2.0,31.0,21169,20
12773,2022,2022020099,2022-10-25,1,2,2,NYR,COL,2.5,4.65,2.58,NYR,2.0,4.0,46.0,22574,20,COL,2.0,3.0,44.0,22440,20
12776,2022,2022020102,2022-10-25,0,2,6,DET,NJD,2.4,4.6,2.43,DET,2.0,4.0,22.0,21592,20,NJD,6.0,10.0,41.0,21240,20
12782,2022,2022020108,2022-10-26,2,3,0,NYI,NYR,2.21,4.65,2.97,NYI,3.0,6.0,29.0,21240,20,NYR,0.0,0.0,41.0,21240,20
12783,2022,2022020109,2022-10-26,0,1,3,STL,EDM,2.5,4.55,2.35,STL,1.0,2.0,38.0,21360,20,EDM,3.0,6.0,28.0,21256,20
12784,2022,2022020110,2022-10-26,0,2,4,ANA,TBL,3.18,4.7,2.0,ANA,2.0,2.0,21.0,21264,20,TBL,4.0,7.0,30.0,21360,20
12791,2022,2022020117,2022-10-27,2,2,0,DAL,WSH,2.36,4.5,2.79,DAL,2.0,2.0,27.0,21120,20,WSH,0.0,0.0,27.0,21232,20
12794,2022,2022020120,2022-10-27,0,4,6,LAK,WPG,2.12,4.45,2.85,LAK,4.0,6.0,44.0,21146,20,WPG,6.0,9.0,19.0,21210,20
12793,2022,2022020119,2022-10-27,1,3,3,SJS,TOR,4.0,4.8,1.71,SJS,4.0,7.0,31.0,21305,20,TOR,3.0,6.0,25.0,21466,20
12792,2022,2022020118,2022-10-27,0,4,5,SEA,VAN,2.19,4.5,2.7,SEA,4.0,8.0,36.0,21412,20,VAN,5.0,7.0,19.0,21219,20
12790,2022,2022020116,2022-10-27,0,5,6,CHI,EDM,3.9,4.8,1.74,CHI,5.0,9.0,36.0,20724,20,EDM,6.0,12.0,38.0,20520,20
12785,2022,2022020111,2022-10-27,2,5,1,BOS,DET,1.69,5.0,4.3,BOS,5.0,10.0,33.0,21013,20,DET,1.0,1.0,29.0,21141,20
12788,2022,2022020114,2022-10-27,0,2,3,BUF,MTL,1.85,4.8,3.3,BUF,2.0,4.0,45.0,21240,20,MTL,3.0,5.0,34.0,21123,20
12787,2022,2022020113,2022-10-27,0,2,4,OTT,MIN,2.6,4.6,2.26,OTT,2.0,4.0,29.0,21122,20,MIN,4.0,6.0,40.0,20935,20
12786,2022,2022020112,2022-10-27,2,4,3,PHI,FLA,4.0,4.8,1.72,PHI,4.0,8.0,22.0,20951,20,FLA,3.0,6.0,51.0,21220,20
12789,2022,2022020115,2022-10-27,2,6,2,NSH,STL,2.08,4.45,3.34,NSH,6.0,11.0,42.0,21244,20,STL,2.0,3.0,35.0,21458,20
12795,2022,2022020121,2022-10-28,2,4,0,VGK,ANA,1.58,5.15,4.75,VGK,4.0,8.0,22.0,21360,20,ANA,0.0,0.0,29.0,21447,20
12796,2022,2022020122,2022-10-28,0,0,4,CBJ,BOS,2.9,4.55,2.06,CBJ,0.0,0.0,30.0,21360,20,BOS,4.0,3.0,35.0,21240,20
12797,2022,2022020123,2022-10-28,2,1,0,NJD,COL,2.7,4.55,2.2,NJD,1.0,2.0,23.0,20940,20,COL,0.0,0.0,24.0,21291,20
12798,2022,2022020124,2022-10-28,0,2,6,CAR,NYI,1.92,4.65,3.74,CAR,2.0,3.0,35.0,21480,20,NYI,6.0,9.0,32.0,21240,20
12799,2022,2022020125,2022-10-28,2,5,1,VAN,PIT,3.58,4.75,1.79,VAN,5.0,8.0,29.0,21030,20,PIT,1.0,2.0,35.0,21163,20
12800,2022,2022020126,2022-10-28,1,2,2,ARI,WPG,2.91,4.6,2.05,ARI,2.0,3.0,21.0,21132,20,WPG,3.0,3.0,35.0,21488,20
12812,2022,2022020138,2022-10-29,2,3,1,SEA,PIT,2.63,4.45,2.22,SEA,3.0,6.0,30.0,21360,20,PIT,1.0,0.0,33.0,21360,20
12811,2022,2022020137,2022-10-29,0,2,3,CGY,EDM,2.09,4.9,3.13,CGY,2.0,3.0,42.0,21192,20,EDM,3.0,5.0,26.0,21240,20
12810,2022,2022020136,2022-10-29,0,0,3,NSH,WSH,2.15,4.35,2.8,NSH,0.0,0.0,34.0,21240,20,WSH,3.0,4.0,35.0,21000,20
12809,2022,2022020135,2022-10-29,2,5,4,NYI,COL,2.85,4.3,2.13,NYI,5.0,7.0,44.0,21389,20,COL,4.0,7.0,37.0,21240,20
12808,2022,2022020134,2022-10-29,2,4,2,LAK,TOR,2.74,4.5,2.15,LAK,4.0,5.0,29.0,21215,20,TOR,2.0,4.0,28.0,20922,20
12807,2022,2022020133,2022-10-29,0,4,7,STL,MTL,1.66,4.8,4.33,STL,4.0,7.0,30.0,21170,20,MTL,7.0,11.0,25.0,21353,20
12802,2022,2022020128,2022-10-29,2,5,3,FLA,OTT,1.8,4.85,3.4,FLA,5.0,8.0,58.0,21040,20,OTT,3.0,5.0,26.0,20771,20
12805,2022,2022020131,2022-10-29,1,3,3,BUF,CHI,1.83,4.7,3.45,BUF,4.0,7.0,45.0,21328,20,CHI,3.0,6.0,26.0,21529,20
12804,2022,2022020130,2022-10-29,1,3,3,PHI,CAR,3.45,4.5,1.87,PHI,3.0,6.0,29.0,22104,20,CAR,4.0,6.0,38.0,21914,20
12803,2022,2022020129,2022-10-29,0,3,4,SJS,TBL,3.45,4.5,1.85,SJS,3.0,5.0,27.0,21360,20,TBL,4.0,7.0,26.0,21355,20
12801,2022,2022020127,2022-10-29,0,3,6,DAL,NYR,2.55,4.45,2.59,DAL,3.0,3.0,33.0,20980,20,NYR,6.0,12.0,27.0,21070,20
12806,2022,2022020132,2022-10-29,2,2,1,DET,MIN,3.0,4.5,2.0,DET,2.0,4.0,25.0,21366,20,MIN,1.0,2.0,31.0,21296,20
12817,2022,2022020143,2022-10-30,1,1,1,VGK,WPG,1.9,4.85,3.68,VGK,2.0,3.0,48.0,22652,20,WPG,1.0,2.0,24.0,22412,20
12816,2022,2022020142,2022-10-30,1,3,3,ANA,TOR,3.45,4.75,1.83,ANA,4.0,6.0,39.0,21857,20,TOR,3.0,6.0,36.0,21780,20
12815,2022,2022020141,2022-10-30,0,2,3,ARI,NYR,4.2,5.0,1.69,ARI,2.0,4.0,20.0,21333,20,NYR,3.0,5.0,39.0,21501,20
12814,2022,2022020140,2022-10-30,1,3,3,CHI,MIN,4.2,4.95,1.69,CHI,3.0,6.0,26.0,22560,20,MIN,3.0,5.0,35.0,22800,20
12813,2022,2022020139,2022-10-30,2,7,1,NJD,CBJ,1.79,4.85,3.65,NJD,7.0,9.0,53.0,21240,20,CBJ,1.0,2.0,21.0,21136,20
12818,2022,2022020144,2022-10-31,2,8,3,BUF,DET,2.01,4.6,3.0,BUF,8.0,15.0,46.0,21360,20,DET,3.0,4.0,18.0,20923,20
12819,2022,2022020145,2022-10-31,1,2,2,CAR,WSH,1.91,4.7,3.74,CAR,2.0,4.0,35.0,22384,20,WSH,2.0,4.0,20.0,22150,20
12820,2022,2022020146,2022-10-31,0,1,5,STL,LAK,2.21,4.4,2.83,STL,1.0,2.0,28.0,21240,20,LAK,5.0,10.0,30.0,21129,20
12832,2022,2022020158,2022-11-01,1,5,5,SJS,ANA,2.16,4.4,2.8,SJS,5.0,8.0,44.0,22478,20,ANA,5.0,9.0,44.0,22695,20
12831,2022,2022020157,2022-11-01,0,2,5,VAN,NJD,2.46,4.5,2.37,VAN,2.0,4.0,23.0,21592,20,NJD,5.0,8.0,37.0,21186,20
12830,2022,2022020156,2022-11-01,2,3,1,ARI,FLA,5.0,5.25,1.56,ARI,3.0,6.0,21.0,21120,20,FLA,1.0,2.0,42.0,21074,20
12829,2022,2022020155,2022-11-01,0,4,5,CGY,SEA,1.74,4.9,3.95,CGY,4.0,6.0,40.0,21193,20,SEA,5.0,6.0,26.0,21120,20
12827,2022,2022020153,2022-11-01,2,5,2,DAL,LAK,2.15,4.55,2.85,DAL,5.0,8.0,40.0,21314,20,LAK,2.0,4.0,32.0,21330,20
12828,2022,2022020154,2022-11-01,2,7,4,EDM,NSH,1.94,4.7,3.1,EDM,7.0,13.0,37.0,21541,20,NSH,4.0,8.0,23.0,21087,20
12825,2022,2022020151,2022-11-01,2,4,1,MIN,MTL,1.68,4.95,4.33,MIN,4.0,7.0,31.0,21401,20,MTL,1.0,2.0,35.0,21228,20
12824,2022,2022020150,2022-11-01,1,2,2,WSH,VGK,3.28,4.5,2.1,WSH,2.0,3.0,21.0,21707,20,VGK,3.0,6.0,31.0,21702,20
12823,2022,2022020149,2022-11-01,1,0,0,NYR,PHI,1.67,4.8,4.33,NYR,1.0,1.0,36.0,22228,20,PHI,0.0,0.0,19.0,22228,20
12822,2022,2022020148,2022-11-01,2,4,3,TBL,OTT,1.82,4.75,3.46,TBL,4.0,8.0,34.0,21240,20,OTT,3.0,1.0,15.0,20485,20
12821,2022,2022020147,2022-11-01,1,5,5,PIT,BOS,2.41,4.65,2.68,PIT,5.0,8.0,38.0,22356,20,BOS,6.0,10.0,40.0,22131,20
12826,2022,2022020152,2022-11-01,0,1,3,CHI,NYI,3.55,4.6,1.82,CHI,1.0,2.0,22.0,21228,20,NYI,3.0,4.0,33.0,21017,20
12833,2022,2022020159,2022-11-02,2,5,2,TOR,PHI,1.53,5.7,5.75,TOR,5.0,10.0,44.0,20973,20,PHI,2.0,4.0,25.0,21189,20
12834,2022,2022020160,2022-11-02,2,6,3,BUF,PIT,2.58,4.65,2.31,BUF,6.0,10.0,33.0,21434,20,PIT,3.0,5.0,21.0,21187,20
12842,2022,2022020168,2022-11-03,1,1,1,CHI,LAK,3.35,4.5,1.89,CHI,2.0,4.0,19.0,21724,20,LAK,1.0,2.0,33.0,21844,20
12846,2022,2022020172,2022-11-03,0,2,7,ARI,DAL,4.2,4.8,1.69,ARI,2.0,3.0,30.0,21174,20,DAL,7.0,10.0,36.0,21480,20
12845,2022,2022020171,2022-11-03,2,8,5,VAN,ANA,1.88,4.55,3.3,VAN,8.0,13.0,47.0,21398,20,ANA,5.0,8.0,31.0,21407,20
12844,2022,2022020170,2022-11-03,0,3,4,EDM,NJD,1.99,4.65,3.02,EDM,3.0,6.0,37.0,21240,20,NJD,4.0,7.0,43.0,21414,20
12843,2022,2022020169,2022-11-03,0,1,4,CGY,NSH,1.74,4.75,4.0,CGY,1.0,1.0,30.0,21211,20,NSH,4.0,8.0,32.0,21240,20
12841,2022,2022020167,2022-11-03,0,0,4,MIN,SEA,1.93,4.65,3.1,MIN,0.0,0.0,22.0,21371,20,SEA,4.0,8.0,23.0,21360,20
12847,2022,2022020173,2022-11-03,1,3,3,SJS,FLA,3.65,4.7,1.78,SJS,3.0,5.0,39.0,22500,20,FLA,3.0,6.0,44.0,22623,20
12839,2022,2022020165,2022-11-03,1,2,2,WPG,MTL,1.75,4.6,3.7,WPG,3.0,6.0,36.0,21780,20,MTL,2.0,4.0,22.0,21498,20
12838,2022,2022020164,2022-11-03,2,3,1,DET,WSH,2.61,4.4,2.34,DET,3.0,6.0,26.0,21120,20,WSH,1.0,1.0,34.0,21265,20
12837,2022,2022020163,2022-11-03,0,4,5,OTT,VGK,2.91,4.45,2.04,OTT,4.0,6.0,46.0,21213,20,VGK,5.0,5.0,32.0,21240,20
12836,2022,2022020162,2022-11-03,1,3,3,TBL,CAR,2.51,4.35,2.67,TBL,3.0,5.0,26.0,22365,20,CAR,3.0,4.0,55.0,22528,20
12835,2022,2022020161,2022-11-03,0,2,5,NYR,BOS,2.26,4.6,2.91,NYR,2.0,4.0,20.0,21240,20,BOS,5.0,7.0,37.0,21360,20
12840,2022,2022020166,2022-11-03,0,2,5,STL,NYI,2.45,4.25,2.49,STL,2.0,4.0,34.0,21444,20,NYI,5.0,8.0,30.0,21269,20
12848,2022,2022020174,2022-11-04,2,5,3,CAR,BUF,1.8,4.8,3.5,CAR,5.0,9.0,33.0,21084,20,BUF,3.0,5.0,25.0,21228,20
