Unnamed: 0,season,gameId,date,result_reg,team_goals_reg_home,team_goals_reg_away,teamname_home,teamname_away,odd_winhome,odd_draw,odd_awaywin,teamname_home_home_dup,home_goals_from_players,home_assists,home_shots,home_toi_total,home_num_players,teamname_away_away_dup,away_goals_from_players,away_assists,away_shots,away_toi_total,away_num_players
1,2011,2011020001,2011-10-06,0,1,2,BOS,PHI,2.29,4.2,2.9,BOS,1.0,2.0,23.0,21193,20,PHI,2.0,4.0,29.0,20955,20
2,2011,2011020002,2011-10-06,2,2,0,TOR,MTL,2.5,4.0,2.6,TOR,2.0,4.0,18.0,21084,20,MTL,0.0,0.0,32.0,21120,20
3,2011,2011020003,2011-10-06,1,3,3,VAN,PIT,2.1,4.2,3.15,VAN,3.0,4.0,36.0,22852,20,PIT,3.0,5.0,28.0,22740,20
4,2011,2011020004,2011-10-07,0,1,5,CAR,TBL,2.64,4.0,2.6,CAR,1.0,2.0,33.0,20988,20,TBL,5.0,9.0,34.0,21000,20
5,2011,2011020005,2011-10-07,2,5,3,DET,OTT,1.75,4.5,4.0,DET,5.0,7.0,39.0,21349,20,OTT,3.0,6.0,32.0,21040,20
6,2011,2011020006,2011-10-07,0,2,3,CBJ,NSH,2.5,4.0,2.64,CBJ,2.0,4.0,34.0,21325,20,NSH,3.0,5.0,31.0,21000,20
7,2011,2011020007,2011-10-07,2,4,1,BUF,ANA,2.4,4.15,2.85,BUF,4.0,8.0,25.0,20760,20,ANA,1.0,1.0,30.0,20981,20
8,2011,2011020008,2011-10-07,2,2,1,DAL,CHI,2.7,4.0,2.45,DAL,2.0,3.0,33.0,21118,20,CHI,1.0,2.0,38.0,21360,20
9,2011,2011020009,2011-10-07,1,2,2,LAK,NYR,2.35,4.0,2.7,LAK,3.0,5.0,30.0,22720,20,NYR,2.0,4.0,26.0,22283,20
22,2011,2011020022,2011-10-08,0,2,4,LAK,BUF,2.6,4.1,2.5,LAK,2.0,4.0,33.0,21113,20,BUF,4.0,7.0,26.0,21295,20
21,2011,2011020021,2011-10-08,2,6,3,SJS,PHX,1.9,4.4,3.75,SJS,6.0,9.0,52.0,20891,20,PHX,3.0,6.0,29.0,21178,20
20,2011,2011020020,2011-10-08,1,1,1,ANA,NYR,2.72,4.11,2.55,ANA,1.0,2.0,28.0,22299,20,NYR,1.0,1.0,15.0,22380,20
19,2011,2011020019,2011-10-08,0,3,5,CGY,PIT,2.55,4.0,2.6,CGY,3.0,5.0,20.0,21017,20,PIT,5.0,8.0,37.0,21201,20
18,2011,2011020018,2011-10-08,0,0,3,COL,DET,3.15,4.33,2.2,COL,0.0,0.0,29.0,21120,20,DET,3.0,4.0,39.0,21240,20
17,2011,2011020017,2011-10-08,2,5,2,CHI,DAL,1.9,4.5,3.6,CHI,5.0,9.0,31.0,21018,20,DAL,2.0,4.0,21.0,20918,20
14,2011,2011020014,2011-10-08,0,0,2,NYI,FLA,2.4,4.1,2.89,NYI,0.0,0.0,27.0,20909,20,FLA,2.0,4.0,29.0,21120,20
15,2011,2011020015,2011-10-08,0,2,4,STL,NSH,2.3,4.2,3.1,STL,2.0,4.0,33.0,21210,20,NSH,4.0,8.0,16.0,21116,20
13,2011,2011020013,2011-10-08,1,3,3,WSH,CAR,1.87,4.33,3.9,WSH,4.0,7.0,36.0,21953,20,CAR,3.0,6.0,31.0,21838,20
12,2011,2011020012,2011-10-08,0,0,3,NJD,PHI,2.64,4.2,2.45,NJD,0.0,0.0,20.0,20653,20,PHI,3.0,5.0,29.0,20967,20
11,2011,2011020011,2011-10-08,2,6,5,TOR,OTT,2.05,4.33,3.25,TOR,6.0,11.0,35.0,20837,20,OTT,5.0,8.0,32.0,20606,20
10,2011,2011020010,2011-10-08,2,4,1,BOS,TBL,2.1,4.33,3.25,BOS,4.0,8.0,42.0,20656,20,TBL,1.0,2.0,26.0,20640,20
16,2011,2011020016,2011-10-08,2,4,2,MIN,CBJ,2.28,4.33,2.9,MIN,4.0,7.0,26.0,20881,20,CBJ,2.0,4.0,31.0,21254,20
24,2011,2011020024,2011-10-09,1,1,1,EDM,PIT,2.9,4.2,2.7,EDM,1.0,2.0,35.0,21920,20,PIT,1.0,2.0,34.0,22380,20
30,2011,2011020030,2011-10-10,0,2,3,CBJ,VAN,3.1,4.33,2.15,CBJ,2.0,3.0,25.0,21224,20,VAN,3.0,5.0,25.0,21000,20
31,2011,2011020031,2011-10-10,1,1,1,DAL,PHX,2.29,4.2,2.8,DAL,1.0,2.0,25.0,22371,20,PHX,1.0,2.0,41.0,22278,20
29,2011,2011020029,2011-10-10,1,5,5,WSH,TBL,2.05,4.5,3.3,WSH,5.0,7.0,43.0,22568,20,TBL,5.0,9.0,28.0,22260,20
27,2011,2011020027,2011-10-10,2,2,1,NYI,MIN,2.45,4.1,2.64,NYI,2.0,4.0,14.0,20640,20,MIN,1.0,2.0,21.0,21229,20
26,2011,2011020026,2011-10-10,2,4,2,NJD,CAR,2.35,4.1,2.9,NJD,4.0,8.0,26.0,20880,20,CAR,2.0,4.0,26.0,21054,20
25,2011,2011020025,2011-10-10,0,0,1,BOS,COL,1.74,4.75,4.33,BOS,0.0,0.0,30.0,21120,20,COL,1.0,2.0,36.0,21240,20
28,2011,2011020028,2011-10-10,2,5,2,STL,CGY,2.2,4.2,3.0,STL,5.0,8.0,35.0,21221,20,CGY,2.0,4.0,17.0,21120,20
32,2011,2011020032,2011-10-11,2,4,2,PIT,FLA,2.0,4.33,3.45,PIT,4.0,7.0,29.0,21011,20,FLA,2.0,4.0,34.0,21120,20
33,2011,2011020033,2011-10-11,1,3,3,OTT,MIN,2.4,4.05,2.95,OTT,3.0,6.0,44.0,22829,20,MIN,3.0,3.0,27.0,22528,20
34,2011,2011020034,2011-10-12,1,2,2,CBJ,COL,2.25,4.2,3.0,CBJ,2.0,2.0,33.0,22500,20,COL,2.0,4.0,32.0,22503,20
35,2011,2011020035,2011-10-12,2,5,4,PHI,VAN,2.3,4.2,3.0,PHI,5.0,8.0,27.0,20864,20,VAN,4.0,8.0,40.0,21077,20
36,2011,2011020036,2011-10-12,2,3,2,CAR,BOS,3.0,4.0,2.35,CAR,3.0,6.0,34.0,20989,20,BOS,2.0,4.0,28.0,21243,20
41,2011,2011020041,2011-10-13,0,1,7,OTT,COL,2.15,4.33,3.0,OTT,1.0,2.0,16.0,20974,20,COL,7.0,12.0,39.0,21182,20
46,2011,2011020046,2011-10-13,2,3,2,DAL,STL,2.64,4.2,2.55,DAL,3.0,4.0,24.0,21056,20,STL,2.0,4.0,38.0,21040,20
45,2011,2011020045,2011-10-13,2,4,3,CHI,WPG,1.83,4.51,4.0,CHI,4.0,7.0,32.0,21360,20,WPG,3.0,5.0,30.0,21290,20
44,2011,2011020044,2011-10-13,1,1,1,MIN,EDM,2.05,4.33,3.25,MIN,1.0,1.0,35.0,22621,20,EDM,1.0,2.0,22.0,22380,20
43,2011,2011020043,2011-10-13,0,2,5,NSH,PHX,2.15,4.2,3.1,NSH,2.0,3.0,25.0,21360,20,PHX,5.0,9.0,31.0,21240,20
39,2011,2011020039,2011-10-13,1,2,2,PIT,WSH,2.7,4.0,2.5,PIT,2.0,4.0,41.0,22396,20,WSH,3.0,5.0,19.0,21897,20
40,2011,2011020040,2011-10-13,0,1,4,MTL,CGY,2.4,4.0,2.89,MTL,1.0,1.0,36.0,21191,20,CGY,4.0,7.0,21.0,21120,20
38,2011,2011020038,2011-10-13,2,5,1,NYI,TBL,2.75,4.0,2.35,NYI,5.0,6.0,34.0,21120,20,TBL,1.0,1.0,35.0,21067,20
37,2011,2011020037,2011-10-13,1,1,1,NJD,LAK,2.64,4.0,2.5,NJD,1.0,2.0,37.0,22980,20,LAK,1.0,2.0,27.0,22860,20
42,2011,2011020042,2011-10-13,2,2,0,DET,VAN,2.12,4.5,3.1,DET,2.0,4.0,37.0,21000,20,VAN,0.0,0.0,25.0,20723,20
47,2011,2011020047,2011-10-14,0,3,4,BUF,CAR,1.95,4.33,3.75,BUF,3.0,5.0,42.0,20932,20,CAR,4.0,5.0,34.0,20760,20
48,2011,2011020048,2011-10-14,2,1,0,ANA,SJS,2.89,4.0,2.35,ANA,1.0,2.0,23.0,21000,20,SJS,0.0,0.0,31.0,21240,20
59,2011,2011020059,2011-10-15,2,4,2,DAL,CBJ,2.1,4.2,3.25,DAL,4.0,7.0,33.0,21080,20,CBJ,2.0,3.0,15.0,21145,20
60,2011,2011020060,2011-10-15,1,2,2,CHI,BOS,2.25,4.2,2.85,CHI,2.0,2.0,29.0,22740,20,BOS,2.0,4.0,37.0,22740,20
57,2011,2011020057,2011-10-15,1,2,2,NSH,NJD,2.3,4.0,2.89,NSH,2.0,4.0,31.0,22283,20,NJD,2.0,4.0,41.0,21598,20
62,2011,2011020062,2011-10-15,0,2,4,SJS,STL,2.0,4.33,3.35,SJS,2.0,4.0,36.0,21120,20,STL,4.0,4.0,20.0,21260,20
61,2011,2011020061,2011-10-15,0,3,4,EDM,VAN,3.2,4.2,2.1,EDM,3.0,6.0,30.0,21309,20,VAN,4.0,8.0,26.0,21161,20
56,2011,2011020056,2011-10-15,1,2,2,FLA,TBL,2.65,4.33,2.5,FLA,2.0,4.0,38.0,22860,20,TBL,2.0,3.0,30.0,22477,20
58,2011,2011020058,2011-10-15,1,2,2,MIN,DET,3.2,4.2,2.2,MIN,2.0,3.0,14.0,22518,20,DET,3.0,6.0,41.0,22736,20
54,2011,2011020054,2011-10-15,2,2,1,WSH,OTT,1.7,4.6,4.5,WSH,2.0,4.0,26.0,21480,20,OTT,1.0,2.0,34.0,21251,20
53,2011,2011020053,2011-10-15,0,2,3,PIT,BUF,2.4,4.2,2.85,PIT,2.0,3.0,31.0,21480,20,BUF,3.0,6.0,28.0,21458,20
55,2011,2011020055,2011-10-15,2,4,1,PHX,WPG,2.1,4.2,3.1,PHX,4.0,6.0,34.0,21129,20,WPG,1.0,2.0,19.0,21031,20
52,2011,2011020052,2011-10-15,1,2,2,PHI,LAK,2.29,4.05,3.05,PHI,2.0,4.0,34.0,21061,20,LAK,3.0,6.0,26.0,21178,20
51,2011,2011020051,2011-10-15,2,4,2,NYI,NYR,2.6,4.0,2.45,NYI,4.0,8.0,34.0,21120,20,NYR,2.0,2.0,31.0,20812,20
50,2011,2011020050,2011-10-15,1,5,5,MTL,COL,2.3,4.0,2.85,MTL,5.0,10.0,43.0,22670,20,COL,5.0,7.0,30.0,22621,20
49,2011,2011020049,2011-10-15,2,3,2,TOR,CGY,2.32,4.0,2.75,TOR,3.0,5.0,25.0,21165,20,CGY,2.0,4.0,32.0,21000,20
63,2011,2011020063,2011-10-16,2,4,2,ANA,STL,2.3,4.0,3.0,ANA,4.0,8.0,23.0,21121,20,STL,2.0,4.0,30.0,21139,20
68,2011,2011020068,2011-10-17,0,2,3,SJS,ANA,1.91,4.4,3.75,SJS,2.0,4.0,43.0,21335,20,ANA,3.0,5.0,22.0,20897,20
67,2011,2011020067,2011-10-17,2,3,1,EDM,NSH,2.89,4.0,2.35,EDM,3.0,5.0,25.0,21000,20,NSH,1.0,1.0,12.0,21098,20
64,2011,2011020064,2011-10-17,1,2,2,TOR,COL,2.25,4.2,2.89,TOR,2.0,3.0,29.0,21795,20,COL,3.0,5.0,24.0,21475,20
65,2011,2011020065,2011-10-17,0,4,7,TBL,FLA,2.05,4.2,3.35,TBL,4.0,8.0,39.0,20787,20,FLA,7.0,12.0,33.0,21244,20
66,2011,2011020066,2011-10-17,2,2,1,WPG,PIT,3.1,4.2,2.3,WPG,2.0,3.0,34.0,21239,20,PIT,1.0,2.0,29.0,21121,20
75,2011,2011020075,2011-10-18,2,2,1,CGY,EDM,1.95,4.33,3.4,CGY,2.0,4.0,28.0,21084,20,EDM,1.0,2.0,25.0,21240,20
77,2011,2011020077,2011-10-18,0,2,5,PHX,CHI,2.95,4.33,2.3,PHX,2.0,3.0,16.0,21027,20,CHI,5.0,8.0,35.0,21240,20
78,2011,2011020078,2011-10-18,2,5,0,LAK,STL,2.15,4.2,3.05,LAK,5.0,10.0,24.0,21120,20,STL,0.0,0.0,27.0,21197,20
76,2011,2011020076,2011-10-18,0,0,4,VAN,NYR,1.9,4.33,3.6,VAN,0.0,0.0,40.0,21120,20,NYR,4.0,8.0,19.0,20640,20
74,2011,2011020074,2011-10-18,0,2,4,MIN,PIT,2.4,4.05,2.89,MIN,2.0,3.0,26.0,21361,20,PIT,4.0,4.0,25.0,21000,20
70,2011,2011020070,2011-10-18,2,3,0,WSH,FLA,1.73,4.55,4.5,WSH,3.0,6.0,32.0,21240,20,FLA,0.0,0.0,20.0,21427,20
72,2011,2011020072,2011-10-18,0,1,3,MTL,BUF,2.8,4.33,2.35,MTL,1.0,2.0,41.0,21480,20,BUF,3.0,5.0,23.0,21000,20
71,2011,2011020071,2011-10-18,0,2,3,CBJ,DAL,2.7,4.0,2.45,CBJ,2.0,2.0,40.0,21360,20,DAL,3.0,6.0,18.0,21033,20
69,2011,2011020069,2011-10-18,0,1,4,BOS,CAR,2.0,4.25,3.4,BOS,1.0,2.0,34.0,20568,20,CAR,4.0,8.0,23.0,21211,20
73,2011,2011020073,2011-10-18,0,2,7,OTT,PHI,3.3,4.33,2.0,OTT,2.0,4.0,23.0,20971,20,PHI,7.0,14.0,30.0,20996,20
79,2011,2011020079,2011-10-19,1,3,3,TOR,WPG,2.0,4.35,3.6,TOR,3.0,6.0,23.0,22710,20,WPG,3.0,6.0,29.0,22803,20
90,2011,2011020090,2011-10-20,0,0,2,PHX,LAK,3.0,4.0,2.3,PHX,0.0,0.0,28.0,21287,20,LAK,2.0,4.0,22.0,21240,20
89,2011,2011020089,2011-10-20,2,5,1,VAN,NSH,1.95,4.2,3.75,VAN,5.0,7.0,40.0,21154,20,NSH,1.0,2.0,26.0,20576,20
88,2011,2011020088,2011-10-20,1,1,1,EDM,MIN,2.54,4.0,2.75,EDM,1.0,1.0,31.0,22620,20,MIN,1.0,2.0,31.0,22860,20
87,2011,2011020087,2011-10-20,1,2,2,CGY,NYR,2.54,4.33,2.7,CGY,2.0,4.0,35.0,22813,20,NYR,3.0,5.0,29.0,22438,20
85,2011,2011020085,2011-10-20,0,0,3,FLA,BUF,3.2,4.33,2.2,FLA,0.0,0.0,22.0,21297,20,BUF,3.0,5.0,38.0,21480,20
86,2011,2011020086,2011-10-20,0,1,3,COL,CHI,3.0,4.2,2.3,COL,1.0,2.0,32.0,21360,20,CHI,3.0,5.0,30.0,21360,20
83,2011,2011020083,2011-10-20,2,4,1,OTT,WPG,2.25,4.0,2.95,OTT,4.0,6.0,30.0,21000,20,WPG,1.0,2.0,36.0,21085,20
82,2011,2011020082,2011-10-20,2,3,1,PIT,MTL,2.29,4.33,2.95,PIT,3.0,5.0,32.0,21120,20,MTL,1.0,2.0,28.0,21000,20
81,2011,2011020081,2011-10-20,0,2,5,PHI,WSH,2.3,4.0,2.79,PHI,2.0,3.0,42.0,20824,20,WSH,5.0,7.0,28.0,21120,20
80,2011,2011020080,2011-10-20,2,6,2,BOS,TOR,1.91,4.33,3.75,BOS,6.0,12.0,43.0,21120,20,TOR,2.0,4.0,28.0,21010,20
84,2011,2011020084,2011-10-20,2,4,1,TBL,NYI,2.2,4.33,3.1,TBL,4.0,5.0,30.0,21360,20,NYI,1.0,2.0,17.0,21285,20
91,2011,2011020091,2011-10-21,1,3,3,NJD,SJS,2.89,3.9,2.4,NJD,3.0,4.0,19.0,21521,20,SJS,3.0,6.0,41.0,22676,20
92,2011,2011020092,2011-10-21,2,5,2,DET,CBJ,1.7,4.6,4.5,DET,5.0,8.0,33.0,20962,20,CBJ,2.0,4.0,34.0,21012,20
93,2011,2011020093,2011-10-21,1,2,2,STL,CAR,2.3,4.33,2.8,STL,3.0,5.0,43.0,22550,20,CAR,2.0,3.0,29.0,22670,20
94,2011,2011020094,2011-10-21,0,1,3,ANA,DAL,2.15,4.33,3.2,ANA,1.0,2.0,36.0,21367,20,DAL,3.0,5.0,19.0,21204,20
108,2011,2011020108,2011-10-22,2,1,0,LAK,DAL,1.9,4.25,3.6,LAK,1.0,2.0,24.0,21240,20,DAL,0.0,0.0,28.0,21240,20
107,2011,2011020107,2011-10-22,2,2,0,EDM,NYR,3.1,4.0,2.3,EDM,2.0,4.0,27.0,21000,20,NYR,0.0,0.0,19.0,21257,20
106,2011,2011020106,2011-10-22,1,4,4,CHI,COL,1.85,4.4,3.75,CHI,4.0,5.0,38.0,23100,20,COL,4.0,8.0,24.0,22852,20
105,2011,2011020105,2011-10-22,2,4,2,FLA,NYI,2.3,4.0,2.7,FLA,4.0,7.0,33.0,21196,20,NYI,2.0,3.0,28.0,21360,20
104,2011,2011020104,2011-10-22,2,3,0,TBL,BUF,2.7,4.0,2.5,TBL,3.0,5.0,26.0,21120,20,BUF,0.0,0.0,21.0,21360,20
103,2011,2011020103,2011-10-22,2,5,3,WPG,CAR,2.5,4.0,2.55,WPG,5.0,9.0,24.0,20760,20,CAR,3.0,5.0,24.0,21010,20
102,2011,2011020102,2011-10-22,2,7,1,WSH,DET,2.2,4.2,3.1,WSH,7.0,14.0,25.0,21125,20,DET,1.0,2.0,33.0,21289,20
101,2011,2011020101,2011-10-22,2,4,1,PIT,NJD,2.02,4.2,3.39,PIT,4.0,8.0,29.0,21360,20,NJD,1.0,2.0,24.0,21054,20
99,2011,2011020099,2011-10-22,2,4,3,OTT,CBJ,2.25,4.2,3.0,OTT,4.0,8.0,27.0,21179,20,CBJ,3.0,6.0,21.0,21437,20
98,2011,2011020098,2011-10-22,1,4,4,MTL,TOR,2.3,4.0,3.0,MTL,4.0,7.0,28.0,21208,20,TOR,5.0,8.0,27.0,21535,20
97,2011,2011020097,2011-10-22,0,2,4,BOS,SJS,2.25,4.2,3.05,BOS,2.0,4.0,39.0,21480,20,SJS,4.0,6.0,30.0,21360,20
96,2011,2011020096,2011-10-22,1,2,2,VAN,MIN,1.8,4.5,4.0,VAN,3.0,6.0,32.0,22515,20,MIN,2.0,4.0,23.0,22805,20
95,2011,2011020095,2011-10-22,0,0,2,CGY,NSH,2.25,4.2,3.05,CGY,0.0,0.0,33.0,21240,20,NSH,2.0,4.0,14.0,21120,20
100,2011,2011020100,2011-10-22,0,2,4,PHI,STL,1.9,4.5,3.75,PHI,2.0,4.0,36.0,21294,20,STL,4.0,5.0,25.0,21197,20
109,2011,2011020109,2011-10-23,0,4,5,ANA,PHX,2.05,4.2,3.3,ANA,4.0,7.0,33.0,21240,20,PHX,5.0,9.0,35.0,21119,20
110,2011,2011020110,2011-10-24,2,4,2,PHI,TOR,1.85,4.4,3.9,PHI,4.0,7.0,30.0,21240,20,TOR,2.0,4.0,26.0,21038,20
111,2011,2011020111,2011-10-24,0,1,2,MTL,FLA,2.25,4.0,2.95,MTL,1.0,2.0,41.0,21336,20,FLA,2.0,3.0,31.0,21335,20
112,2011,2011020112,2011-10-24,0,1,2,WPG,NYR,2.75,4.0,2.5,WPG,1.0,2.0,28.0,21128,20,NYR,2.0,4.0,17.0,21480,20
119,2011,2011020119,2011-10-25,2,3,2,EDM,VAN,3.2,4.2,2.15,EDM,3.0,5.0,22.0,21240,20,VAN,2.0,4.0,37.0,21240,20
121,2011,2011020121,2011-10-25,0,0,3,LAK,NJD,1.95,4.55,3.6,LAK,0.0,0.0,31.0,21366,20,NJD,3.0,6.0,23.0,21480,20
120,2011,2011020120,2011-10-25,1,2,2,PHX,DAL,2.45,4.33,2.7,PHX,2.0,4.0,35.0,22621,20,DAL,2.0,4.0,35.0,22654,20
118,2011,2011020118,2011-10-25,1,2,2,CHI,ANA,2.0,4.33,3.5,CHI,2.0,3.0,35.0,22434,20,ANA,2.0,3.0,31.0,22857,20
117,2011,2011020117,2011-10-25,0,1,3,NSH,SJS,2.9,4.2,2.3,NSH,1.0,2.0,20.0,21360,20,SJS,3.0,5.0,36.0,21158,20
116,2011,2011020116,2011-10-25,2,4,1,CBJ,DET,3.6,4.4,1.9,CBJ,4.0,8.0,32.0,21240,20,DET,1.0,2.0,31.0,20799,20
115,2011,2011020115,2011-10-25,1,2,2,CAR,OTT,1.9,4.33,3.7,CAR,2.0,3.0,34.0,23049,20,OTT,2.0,4.0,28.0,22734,20
114,2011,2011020114,2011-10-25,0,0,3,NYI,PIT,2.75,4.2,2.39,NYI,0.0,0.0,33.0,21240,20,PIT,3.0,3.0,29.0,21240,20
113,2011,2011020113,2011-10-25,0,3,4,BUF,TBL,2.1,4.2,3.25,BUF,3.0,6.0,39.0,21120,20,TBL,4.0,6.0,23.0,21120,20
122,2011,2011020122,2011-10-26,2,5,1,MTL,PHI,2.95,4.2,2.2,MTL,5.0,9.0,28.0,21000,20,PHI,1.0,2.0,22.0,20968,20
123,2011,2011020123,2011-10-26,2,4,2,CGY,COL,2.35,4.05,2.75,CGY,4.0,8.0,34.0,21443,20,COL,2.0,4.0,36.0,21301,20
124,2011,2011020124,2011-10-26,0,0,3,VAN,STL,2.05,4.25,3.3,VAN,0.0,0.0,32.0,21240,20,STL,3.0,6.0,31.0,21360,20
135,2011,2011020135,2011-10-27,2,5,3,PHX,NJD,2.4,4.0,2.85,PHX,5.0,10.0,42.0,21481,20,NJD,3.0,2.0,34.0,21226,20
134,2011,2011020134,2011-10-27,2,2,1,EDM,WSH,3.3,4.33,2.05,EDM,2.0,4.0,19.0,20934,20,WSH,1.0,2.0,35.0,20622,20
133,2011,2011020133,2011-10-27,0,3,5,DAL,LAK,2.75,4.0,2.5,DAL,3.0,6.0,33.0,20798,20,LAK,5.0,10.0,29.0,20890,20
132,2011,2011020132,2011-10-27,0,2,3,MIN,ANA,2.54,4.33,2.55,MIN,2.0,4.0,25.0,21052,20,ANA,3.0,6.0,16.0,21092,20
130,2011,2011020130,2011-10-27,2,4,3,OTT,FLA,2.48,4.33,2.6,OTT,4.0,7.0,38.0,21000,20,FLA,3.0,6.0,25.0,21240,20
131,2011,2011020131,2011-10-27,2,5,3,NSH,TBL,2.5,4.33,2.55,NSH,5.0,9.0,27.0,21294,20,TBL,3.0,6.0,32.0,21120,20
128,2011,2011020128,2011-10-27,0,8,9,PHI,WPG,1.9,4.4,3.8,PHI,8.0,14.0,48.0,21078,20,WPG,9.0,17.0,25.0,20944,20
127,2011,2011020127,2011-10-27,0,2,4,NYR,TOR,2.15,4.33,3.0,NYR,2.0,2.0,30.0,21000,20,TOR,4.0,6.0,36.0,21120,20
126,2011,2011020126,2011-10-27,2,4,2,BUF,CBJ,1.8,4.5,3.8,BUF,4.0,8.0,26.0,20760,20,CBJ,2.0,4.0,43.0,21263,20
125,2011,2011020125,2011-10-27,0,1,2,BOS,MTL,1.86,4.4,3.75,BOS,1.0,0.0,30.0,21120,20,MTL,2.0,4.0,35.0,20759,20
129,2011,2011020129,2011-10-27,1,2,2,PIT,NYI,1.9,4.4,3.75,PIT,2.0,4.0,32.0,22860,20,NYI,2.0,4.0,19.0,22482,20
136,2011,2011020136,2011-10-28,2,3,0,CAR,CHI,3.0,4.1,2.35,CAR,3.0,4.0,33.0,21107,20,CHI,0.0,0.0,30.0,20896,20
137,2011,2011020137,2011-10-28,0,2,4,DET,SJS,2.3,4.2,2.8,DET,2.0,4.0,32.0,21135,20,SJS,4.0,7.0,30.0,21071,20
138,2011,2011020138,2011-10-28,0,1,3,COL,EDM,2.05,4.25,3.39,COL,1.0,2.0,41.0,21122,20,EDM,3.0,6.0,19.0,21173,20
139,2011,2011020139,2011-10-28,2,3,1,CGY,STL,2.4,4.33,2.75,CGY,3.0,6.0,18.0,21240,20,STL,1.0,2.0,29.0,21341,20
148,2011,2011020148,2011-10-29,2,1,0,MIN,DET,3.0,4.2,2.25,MIN,1.0,1.0,20.0,21120,20,DET,0.0,0.0,36.0,21000,20
152,2011,2011020152,2011-10-29,2,7,4,VAN,WSH,2.4,4.0,2.7,VAN,7.0,14.0,43.0,21181,20,WSH,4.0,5.0,32.0,21125,20
151,2011,2011020151,2011-10-29,1,2,2,PHX,LAK,2.89,4.2,2.32,PHX,3.0,6.0,33.0,22280,20,LAK,2.0,4.0,39.0,22520,20
150,2011,2011020150,2011-10-29,2,5,2,CHI,CBJ,1.8,4.5,3.9,CHI,5.0,7.0,38.0,21000,20,CBJ,2.0,4.0,29.0,21000,20
149,2011,2011020149,2011-10-29,2,3,1,DAL,NJD,2.3,4.0,2.89,DAL,3.0,5.0,23.0,21178,20,NJD,1.0,1.0,32.0,21240,20
147,2011,2011020147,2011-10-29,2,3,0,NSH,ANA,2.46,4.0,2.75,NSH,3.0,6.0,29.0,21480,20,ANA,0.0,0.0,20.0,20968,20
144,2011,2011020144,2011-10-29,1,2,2,NYI,SJS,2.9,4.2,2.25,NYI,2.0,4.0,37.0,21650,20,SJS,3.0,6.0,30.0,21622,20
145,2011,2011020145,2011-10-29,2,5,1,PHI,CAR,2.0,4.4,3.5,PHI,5.0,7.0,34.0,21240,20,CAR,1.0,2.0,25.0,21017,20
146,2011,2011020146,2011-10-29,2,1,0,TBL,WPG,1.95,4.4,3.4,TBL,1.0,2.0,27.0,21360,20,WPG,0.0,0.0,28.0,21214,20
143,2011,2011020143,2011-10-29,2,4,2,MTL,BOS,2.7,4.0,2.48,MTL,4.0,6.0,27.0,21360,20,BOS,2.0,3.0,28.0,20926,20
142,2011,2011020142,2011-10-29,2,4,3,TOR,PIT,2.66,4.0,2.4,TOR,4.0,8.0,29.0,21019,20,PIT,3.0,6.0,37.0,21452,20
141,2011,2011020141,2011-10-29,0,2,3,BUF,FLA,1.9,4.4,3.7,BUF,2.0,4.0,26.0,20904,20,FLA,3.0,6.0,36.0,20870,20
140,2011,2011020140,2011-10-29,1,4,4,NYR,OTT,2.0,4.2,3.3,NYR,4.0,7.0,28.0,22700,20,OTT,4.0,8.0,40.0,22680,20
153,2011,2011020153,2011-10-30,2,3,1,CBJ,ANA,2.79,4.0,2.35,CBJ,3.0,6.0,21.0,21120,20,ANA,1.0,2.0,20.0,21193,20
154,2011,2011020154,2011-10-30,2,3,2,OTT,TOR,2.7,4.05,2.55,OTT,3.0,5.0,30.0,21026,20,TOR,2.0,4.0,25.0,21181,20
155,2011,2011020155,2011-10-30,2,3,2,COL,LAK,2.75,4.0,2.5,COL,3.0,5.0,16.0,21240,20,LAK,2.0,3.0,32.0,21183,20
156,2011,2011020156,2011-10-30,2,4,2,EDM,STL,2.55,4.05,2.55,EDM,4.0,8.0,30.0,21279,20,STL,2.0,4.0,30.0,21279,20
158,2011,2011020158,2011-10-31,1,3,3,FLA,WPG,2.1,4.2,3.25,FLA,3.0,6.0,42.0,22902,20,WPG,3.0,6.0,31.0,22560,20
159,2011,2011020159,2011-10-31,1,4,4,CHI,NSH,2.04,4.2,3.5,CHI,5.0,10.0,35.0,21842,20,NSH,4.0,7.0,28.0,21330,20
157,2011,2011020157,2011-10-31,2,5,2,NYR,SJS,2.8,4.1,2.35,NYR,5.0,9.0,31.0,21240,20,SJS,2.0,4.0,26.0,21084,20
160,2011,2011020160,2011-11-01,2,5,3,BOS,OTT,1.9,4.3,3.75,BOS,5.0,10.0,41.0,21239,20,OTT,3.0,6.0,26.0,20993,20
161,2011,2011020161,2011-11-01,1,4,4,WSH,ANA,1.95,4.4,3.6,WSH,5.0,10.0,40.0,22221,20,ANA,4.0,8.0,15.0,21920,20
162,2011,2011020162,2011-11-01,2,4,2,CAR,TBL,2.5,4.05,2.6,CAR,4.0,5.0,31.0,21360,20,TBL,2.0,4.0,30.0,21362,20
163,2011,2011020163,2011-11-01,1,1,1,DET,MIN,1.85,4.45,3.9,DET,1.0,2.0,37.0,21081,20,MIN,2.0,4.0,27.0,21585,20
164,2011,2011020164,2011-11-01,0,1,5,CGY,VAN,2.89,4.0,2.35,CGY,1.0,2.0,29.0,21001,20,VAN,5.0,10.0,21.0,20880,20
