"","season","gameId","date","result_reg","team_goals_reg_home","team_goals_reg_away","teamname_home","teamname_away","odd_winhome","odd_draw","odd_awaywin"
"1",2011,"2011020001",2011-10-06,0,1,2,"BOS","PHI",2.29,4.2,2.9
"2",2011,"2011020002",2011-10-06,2,2,0,"TOR","MTL",2.5,4,2.6
"3",2011,"2011020003",2011-10-06,1,3,3,"VAN","PIT",2.1,4.2,3.15
"4",2011,"2011020004",2011-10-07,0,1,5,"CAR","TBL",2.64,4,2.6
"5",2011,"2011020005",2011-10-07,2,5,3,"DET","OTT",1.75,4.5,4
"6",2011,"2011020006",2011-10-07,0,2,3,"CBJ","NSH",2.5,4,2.64
"7",2011,"2011020007",2011-10-07,2,4,1,"BUF","ANA",2.4,4.15,2.85
"8",2011,"2011020008",2011-10-07,2,2,1,"DAL","CHI",2.7,4,2.45
"9",2011,"2011020009",2011-10-07,1,2,2,"LAK","NYR",2.35,4,2.7
"10",2011,"2011020010",2011-10-08,2,4,1,"BOS","TBL",2.1,4.33,3.25
"11",2011,"2011020011",2011-10-08,2,6,5,"TOR","OTT",2.05,4.33,3.25
"12",2011,"2011020012",2011-10-08,0,0,3,"NJD","PHI",2.64,4.2,2.45
"13",2011,"2011020013",2011-10-08,1,3,3,"WSH","CAR",1.87,4.33,3.9
"14",2011,"2011020014",2011-10-08,0,0,2,"NYI","FLA",2.4,4.1,2.89
"15",2011,"2011020015",2011-10-08,0,2,4,"STL","NSH",2.3,4.2,3.1
"16",2011,"2011020016",2011-10-08,2,4,2,"MIN","CBJ",2.28,4.33,2.9
"17",2011,"2011020017",2011-10-08,2,5,2,"CHI","DAL",1.9,4.5,3.6
"18",2011,"2011020018",2011-10-08,0,0,3,"COL","DET",3.15,4.33,2.2
"19",2011,"2011020019",2011-10-08,0,3,5,"CGY","PIT",2.55,4,2.6
"20",2011,"2011020020",2011-10-08,1,1,1,"ANA","NYR",2.72,4.11,2.55
"21",2011,"2011020021",2011-10-08,2,6,3,"SJS","PHX",1.9,4.4,3.75
"22",2011,"2011020022",2011-10-08,0,2,4,"LAK","BUF",2.6,4.1,2.5
"23",2011,"2011020023",2011-10-09,0,1,5,"WPG","MTL",NA,NA,NA
"24",2011,"2011020024",2011-10-09,1,1,1,"EDM","PIT",2.9,4.2,2.7
"25",2011,"2011020025",2011-10-10,0,0,1,"BOS","COL",1.74,4.75,4.33
"26",2011,"2011020026",2011-10-10,2,4,2,"NJD","CAR",2.35,4.1,2.9
"27",2011,"2011020027",2011-10-10,2,2,1,"NYI","MIN",2.45,4.1,2.64
"28",2011,"2011020028",2011-10-10,2,5,2,"STL","CGY",2.2,4.2,3
"29",2011,"2011020029",2011-10-10,1,5,5,"WSH","TBL",2.05,4.5,3.3
"30",2011,"2011020030",2011-10-10,0,2,3,"CBJ","VAN",3.1,4.33,2.15
"31",2011,"2011020031",2011-10-10,1,1,1,"DAL","PHX",2.29,4.2,2.8
"32",2011,"2011020032",2011-10-11,2,4,2,"PIT","FLA",2,4.33,3.45
"33",2011,"2011020033",2011-10-11,1,3,3,"OTT","MIN",2.4,4.05,2.95
"34",2011,"2011020034",2011-10-12,1,2,2,"CBJ","COL",2.25,4.2,3
"35",2011,"2011020035",2011-10-12,2,5,4,"PHI","VAN",2.3,4.2,3
"36",2011,"2011020036",2011-10-12,2,3,2,"CAR","BOS",3,4,2.35
"37",2011,"2011020037",2011-10-13,1,1,1,"NJD","LAK",2.64,4,2.5
"38",2011,"2011020038",2011-10-13,2,5,1,"NYI","TBL",2.75,4,2.35
"39",2011,"2011020039",2011-10-13,1,2,2,"PIT","WSH",2.7,4,2.5
"40",2011,"2011020040",2011-10-13,0,1,4,"MTL","CGY",2.4,4,2.89
"41",2011,"2011020041",2011-10-13,0,1,7,"OTT","COL",2.15,4.33,3
"42",2011,"2011020042",2011-10-13,2,2,0,"DET","VAN",2.12,4.5,3.1
"43",2011,"2011020043",2011-10-13,0,2,5,"NSH","PHX",2.15,4.2,3.1
"44",2011,"2011020044",2011-10-13,1,1,1,"MIN","EDM",2.05,4.33,3.25
"45",2011,"2011020045",2011-10-13,2,4,3,"CHI","WPG",1.83,4.51,4
"46",2011,"2011020046",2011-10-13,2,3,2,"DAL","STL",2.64,4.2,2.55
"47",2011,"2011020047",2011-10-14,0,3,4,"BUF","CAR",1.95,4.33,3.75
"48",2011,"2011020048",2011-10-14,2,1,0,"ANA","SJS",2.89,4,2.35
"49",2011,"2011020049",2011-10-15,2,3,2,"TOR","CGY",2.32,4,2.75
"50",2011,"2011020050",2011-10-15,1,5,5,"MTL","COL",2.3,4,2.85
"51",2011,"2011020051",2011-10-15,2,4,2,"NYI","NYR",2.6,4,2.45
"52",2011,"2011020052",2011-10-15,1,2,2,"PHI","LAK",2.29,4.05,3.05
"53",2011,"2011020053",2011-10-15,0,2,3,"PIT","BUF",2.4,4.2,2.85
"54",2011,"2011020054",2011-10-15,2,2,1,"WSH","OTT",1.7,4.6,4.5
"55",2011,"2011020055",2011-10-15,2,4,1,"PHX","WPG",2.1,4.2,3.1
"56",2011,"2011020056",2011-10-15,1,2,2,"FLA","TBL",2.65,4.33,2.5
"57",2011,"2011020057",2011-10-15,1,2,2,"NSH","NJD",2.3,4,2.89
"58",2011,"2011020058",2011-10-15,1,2,2,"MIN","DET",3.2,4.2,2.2
"59",2011,"2011020059",2011-10-15,2,4,2,"DAL","CBJ",2.1,4.2,3.25
"60",2011,"2011020060",2011-10-15,1,2,2,"CHI","BOS",2.25,4.2,2.85
"61",2011,"2011020061",2011-10-15,0,3,4,"EDM","VAN",3.2,4.2,2.1
"62",2011,"2011020062",2011-10-15,0,2,4,"SJS","STL",2,4.33,3.35
"63",2011,"2011020063",2011-10-16,2,4,2,"ANA","STL",2.3,4,3
"64",2011,"2011020064",2011-10-17,1,2,2,"TOR","COL",2.25,4.2,2.89
"65",2011,"2011020065",2011-10-17,0,4,7,"TBL","FLA",2.05,4.2,3.35
"66",2011,"2011020066",2011-10-17,2,2,1,"WPG","PIT",3.1,4.2,2.3
"67",2011,"2011020067",2011-10-17,2,3,1,"EDM","NSH",2.89,4,2.35
"68",2011,"2011020068",2011-10-17,0,2,3,"SJS","ANA",1.91,4.4,3.75
"69",2011,"2011020069",2011-10-18,0,1,4,"BOS","CAR",2,4.25,3.4
"70",2011,"2011020070",2011-10-18,2,3,0,"WSH","FLA",1.73,4.55,4.5
"71",2011,"2011020071",2011-10-18,0,2,3,"CBJ","DAL",2.7,4,2.45
"72",2011,"2011020072",2011-10-18,0,1,3,"MTL","BUF",2.8,4.33,2.35
"73",2011,"2011020073",2011-10-18,0,2,7,"OTT","PHI",3.3,4.33,2
"74",2011,"2011020074",2011-10-18,0,2,4,"MIN","PIT",2.4,4.05,2.89
"75",2011,"2011020075",2011-10-18,2,2,1,"CGY","EDM",1.95,4.33,3.4
"76",2011,"2011020076",2011-10-18,0,0,4,"VAN","NYR",1.9,4.33,3.6
"77",2011,"2011020077",2011-10-18,0,2,5,"PHX","CHI",2.95,4.33,2.3
"78",2011,"2011020078",2011-10-18,2,5,0,"LAK","STL",2.15,4.2,3.05
"79",2011,"2011020079",2011-10-19,1,3,3,"TOR","WPG",2,4.35,3.6
"80",2011,"2011020080",2011-10-20,2,6,2,"BOS","TOR",1.91,4.33,3.75
"81",2011,"2011020081",2011-10-20,0,2,5,"PHI","WSH",2.3,4,2.79
"82",2011,"2011020082",2011-10-20,2,3,1,"PIT","MTL",2.29,4.33,2.95
"83",2011,"2011020083",2011-10-20,2,4,1,"OTT","WPG",2.25,4,2.95
"84",2011,"2011020084",2011-10-20,2,4,1,"TBL","NYI",2.2,4.33,3.1
"85",2011,"2011020085",2011-10-20,0,0,3,"FLA","BUF",3.2,4.33,2.2
"86",2011,"2011020086",2011-10-20,0,1,3,"COL","CHI",3,4.2,2.3
"87",2011,"2011020087",2011-10-20,1,2,2,"CGY","NYR",2.54,4.33,2.7
"88",2011,"2011020088",2011-10-20,1,1,1,"EDM","MIN",2.54,4,2.75
"89",2011,"2011020089",2011-10-20,2,5,1,"VAN","NSH",1.95,4.2,3.75
"90",2011,"2011020090",2011-10-20,0,0,2,"PHX","LAK",3,4,2.3
"91",2011,"2011020091",2011-10-21,1,3,3,"NJD","SJS",2.89,3.9,2.4
"92",2011,"2011020092",2011-10-21,2,5,2,"DET","CBJ",1.7,4.6,4.5
"93",2011,"2011020093",2011-10-21,1,2,2,"STL","CAR",2.3,4.33,2.8
"94",2011,"2011020094",2011-10-21,0,1,3,"ANA","DAL",2.15,4.33,3.2
"95",2011,"2011020095",2011-10-22,0,0,2,"CGY","NSH",2.25,4.2,3.05
"96",2011,"2011020096",2011-10-22,1,2,2,"VAN","MIN",1.8,4.5,4
"97",2011,"2011020097",2011-10-22,0,2,4,"BOS","SJS",2.25,4.2,3.05
"98",2011,"2011020098",2011-10-22,1,4,4,"MTL","TOR",2.3,4,3
"99",2011,"2011020099",2011-10-22,2,4,3,"OTT","CBJ",2.25,4.2,3
"100",2011,"2011020100",2011-10-22,0,2,4,"PHI","STL",1.9,4.5,3.75
"101",2011,"2011020101",2011-10-22,2,4,1,"PIT","NJD",2.02,4.2,3.39
"102",2011,"2011020102",2011-10-22,2,7,1,"WSH","DET",2.2,4.2,3.1
"103",2011,"2011020103",2011-10-22,2,5,3,"WPG","CAR",2.5,4,2.55
"104",2011,"2011020104",2011-10-22,2,3,0,"TBL","BUF",2.7,4,2.5
"105",2011,"2011020105",2011-10-22,2,4,2,"FLA","NYI",2.3,4,2.7
"106",2011,"2011020106",2011-10-22,1,4,4,"CHI","COL",1.85,4.4,3.75
"107",2011,"2011020107",2011-10-22,2,2,0,"EDM","NYR",3.1,4,2.3
"108",2011,"2011020108",2011-10-22,2,1,0,"LAK","DAL",1.9,4.25,3.6
"109",2011,"2011020109",2011-10-23,0,4,5,"ANA","PHX",2.05,4.2,3.3
"110",2011,"2011020110",2011-10-24,2,4,2,"PHI","TOR",1.85,4.4,3.9
"111",2011,"2011020111",2011-10-24,0,1,2,"MTL","FLA",2.25,4,2.95
"112",2011,"2011020112",2011-10-24,0,1,2,"WPG","NYR",2.75,4,2.5
"113",2011,"2011020113",2011-10-25,0,3,4,"BUF","TBL",2.1,4.2,3.25
"114",2011,"2011020114",2011-10-25,0,0,3,"NYI","PIT",2.75,4.2,2.39
"115",2011,"2011020115",2011-10-25,1,2,2,"CAR","OTT",1.9,4.33,3.7
"116",2011,"2011020116",2011-10-25,2,4,1,"CBJ","DET",3.6,4.4,1.9
"117",2011,"2011020117",2011-10-25,0,1,3,"NSH","SJS",2.9,4.2,2.3
"118",2011,"2011020118",2011-10-25,1,2,2,"CHI","ANA",2,4.33,3.5
"119",2011,"2011020119",2011-10-25,2,3,2,"EDM","VAN",3.2,4.2,2.15
"120",2011,"2011020120",2011-10-25,1,2,2,"PHX","DAL",2.45,4.33,2.7
"121",2011,"2011020121",2011-10-25,0,0,3,"LAK","NJD",1.95,4.55,3.6
"122",2011,"2011020122",2011-10-26,2,5,1,"MTL","PHI",2.95,4.2,2.2
"123",2011,"2011020123",2011-10-26,2,4,2,"CGY","COL",2.35,4.05,2.75
"124",2011,"2011020124",2011-10-26,0,0,3,"VAN","STL",2.05,4.25,3.3
"125",2011,"2011020125",2011-10-27,0,1,2,"BOS","MTL",1.86,4.4,3.75
"126",2011,"2011020126",2011-10-27,2,4,2,"BUF","CBJ",1.8,4.5,3.8
"127",2011,"2011020127",2011-10-27,0,2,4,"NYR","TOR",2.15,4.33,3
"128",2011,"2011020128",2011-10-27,0,8,9,"PHI","WPG",1.9,4.4,3.8
"129",2011,"2011020129",2011-10-27,1,2,2,"PIT","NYI",1.9,4.4,3.75
"130",2011,"2011020130",2011-10-27,2,4,3,"OTT","FLA",2.48,4.33,2.6
"131",2011,"2011020131",2011-10-27,2,5,3,"NSH","TBL",2.5,4.33,2.55
"132",2011,"2011020132",2011-10-27,0,2,3,"MIN","ANA",2.54,4.33,2.55
"133",2011,"2011020133",2011-10-27,0,3,5,"DAL","LAK",2.75,4,2.5
"134",2011,"2011020134",2011-10-27,2,2,1,"EDM","WSH",3.3,4.33,2.05
"135",2011,"2011020135",2011-10-27,2,5,3,"PHX","NJD",2.4,4,2.85
"136",2011,"2011020136",2011-10-28,2,3,0,"CAR","CHI",3,4.1,2.35
"137",2011,"2011020137",2011-10-28,0,2,4,"DET","SJS",2.3,4.2,2.8
"138",2011,"2011020138",2011-10-28,0,1,3,"COL","EDM",2.05,4.25,3.39
"139",2011,"2011020139",2011-10-28,2,3,1,"CGY","STL",2.4,4.33,2.75
"140",2011,"2011020140",2011-10-29,1,4,4,"NYR","OTT",2,4.2,3.3
"141",2011,"2011020141",2011-10-29,0,2,3,"BUF","FLA",1.9,4.4,3.7
"142",2011,"2011020142",2011-10-29,2,4,3,"TOR","PIT",2.66,4,2.4
"143",2011,"2011020143",2011-10-29,2,4,2,"MTL","BOS",2.7,4,2.48
"144",2011,"2011020144",2011-10-29,1,2,2,"NYI","SJS",2.9,4.2,2.25
"145",2011,"2011020145",2011-10-29,2,5,1,"PHI","CAR",2,4.4,3.5
"146",2011,"2011020146",2011-10-29,2,1,0,"TBL","WPG",1.95,4.4,3.4
"147",2011,"2011020147",2011-10-29,2,3,0,"NSH","ANA",2.46,4,2.75
"148",2011,"2011020148",2011-10-29,2,1,0,"MIN","DET",3,4.2,2.25
"149",2011,"2011020149",2011-10-29,2,3,1,"DAL","NJD",2.3,4,2.89
"150",2011,"2011020150",2011-10-29,2,5,2,"CHI","CBJ",1.8,4.5,3.9
"151",2011,"2011020151",2011-10-29,1,2,2,"PHX","LAK",2.89,4.2,2.32
"152",2011,"2011020152",2011-10-29,2,7,4,"VAN","WSH",2.4,4,2.7
"153",2011,"2011020153",2011-10-30,2,3,1,"CBJ","ANA",2.79,4,2.35
"154",2011,"2011020154",2011-10-30,2,3,2,"OTT","TOR",2.7,4.05,2.55
"155",2011,"2011020155",2011-10-30,2,3,2,"COL","LAK",2.75,4,2.5
"156",2011,"2011020156",2011-10-30,2,4,2,"EDM","STL",2.55,4.05,2.55
"157",2011,"2011020157",2011-10-31,2,5,2,"NYR","SJS",2.8,4.1,2.35
"158",2011,"2011020158",2011-10-31,1,3,3,"FLA","WPG",2.1,4.2,3.25
"159",2011,"2011020159",2011-10-31,1,4,4,"CHI","NSH",2.04,4.2,3.5
"160",2011,"2011020160",2011-11-01,2,5,3,"BOS","OTT",1.9,4.3,3.75
"161",2011,"2011020161",2011-11-01,1,4,4,"WSH","ANA",1.95,4.4,3.6
"162",2011,"2011020162",2011-11-01,2,4,2,"CAR","TBL",2.5,4.05,2.6
"163",2011,"2011020163",2011-11-01,1,1,1,"DET","MIN",1.85,4.45,3.9
"164",2011,"2011020164",2011-11-01,0,1,5,"CGY","VAN",2.89,4,2.35
"165",2011,"2011020165",2011-11-02,0,2,3,"BUF","PHI",2.3,4.2,2.89
"166",2011,"2011020166",2011-11-02,0,3,5,"NJD","TOR",2.29,4.2,2.95
"167",2011,"2011020167",2011-11-02,0,1,4,"COL","PHX",2.4,4.05,2.7
"168",2011,"2011020168",2011-11-03,0,0,3,"NYI","WPG",2.16,4.2,3
"169",2011,"2011020169",2011-11-03,1,1,1,"NYR","ANA",2.29,4.1,2.8
"170",2011,"2011020170",2011-11-03,1,3,3,"PHI","NJD",2.05,4.2,3.4
"171",2011,"2011020171",2011-11-03,0,1,4,"CBJ","TOR",2.45,4,2.79
"172",2011,"2011020172",2011-11-03,1,2,2,"FLA","CHI",2.9,4.2,2.25
"173",2011,"2011020173",2011-11-03,0,1,4,"DET","CGY",1.9,4.4,3.55
"174",2011,"2011020174",2011-11-03,2,5,1,"MIN","VAN",3.2,4.1,2.25
"175",2011,"2011020175",2011-11-03,0,0,3,"PHX","NSH",2.75,3.95,2.55
"176",2011,"2011020176",2011-11-03,0,0,3,"LAK","EDM",1.95,4.25,3.5
"177",2011,"2011020177",2011-11-03,1,3,3,"SJS","PIT",2.2,4.2,3
"178",2011,"2011020178",2011-11-04,0,1,5,"CAR","WSH",2.9,4.2,2.3
"179",2011,"2011020179",2011-11-04,2,2,1,"BUF","CGY",1.91,4.35,3.75
"180",2011,"2011020180",2011-11-04,0,1,2,"OTT","MTL",2.65,4.05,2.55
"181",2011,"2011020181",2011-11-04,1,4,4,"TBL","CHI",2.45,4.05,2.7
"182",2011,"2011020182",2011-11-04,2,3,2,"STL","VAN",2.6,4.05,2.5
"183",2011,"2011020183",2011-11-04,1,6,6,"DAL","COL",2.38,4.2,2.85
"184",2011,"2011020184",2011-11-05,0,0,7,"TOR","BOS",2.7,4,2.55
"185",2011,"2011020185",2011-11-05,1,2,2,"OTT","BUF",2.89,4.1,2.35
"186",2011,"2011020186",2011-11-05,1,2,2,"NJD","WPG",2.1,4.2,3.3
"187",2011,"2011020187",2011-11-05,2,5,3,"NYI","WSH",3,4.33,2.2
"188",2011,"2011020188",2011-11-05,2,5,3,"NYR","MTL",2.2,4.33,3.2
"189",2011,"2011020189",2011-11-05,2,9,2,"PHI","CBJ",1.9,4.45,4
"190",2011,"2011020190",2011-11-05,2,5,0,"DET","ANA",2.06,4.2,3.25
"191",2011,"2011020191",2011-11-05,2,2,1,"MIN","STL",2.4,4,2.8
"192",2011,"2011020192",2011-11-05,2,4,2,"PHX","EDM",2.29,4.05,2.9
"193",2011,"2011020193",2011-11-05,1,2,2,"LAK","PIT",2.45,4,2.75
"194",2011,"2011020194",2011-11-05,1,3,3,"SJS","NSH",2.04,4.33,3.3
"195",2011,"2011020195",2011-11-06,0,2,5,"CAR","DAL",2.4,4.33,2.65
"196",2011,"2011020196",2011-11-06,1,3,3,"FLA","TBL",2.5,4.33,2.54
"197",2011,"2011020197",2011-11-06,2,3,0,"NYR","WPG",1.92,4.35,3.75
"198",2011,"2011020198",2011-11-06,0,2,6,"CHI","VAN",2.29,4.2,2.85
"199",2011,"2011020199",2011-11-06,0,1,2,"COL","CGY",2.5,4.1,2.7
"200",2011,"2011020200",2011-11-07,2,6,2,"BOS","NYI",1.91,4.35,3.8
"201",2011,"2011020201",2011-11-07,2,4,2,"SJS","LAK",2.2,4.2,3
"202",2011,"2011020202",2011-11-08,1,5,5,"BUF","WPG",1.78,4.6,4.15
"203",2011,"2011020203",2011-11-08,0,1,5,"TOR","FLA",2.3,4.05,2.85
"204",2011,"2011020204",2011-11-08,2,3,2,"NJD","CAR",2.39,4.1,2.85
"205",2011,"2011020205",2011-11-08,0,2,5,"WSH","DAL",2,4.33,3.35
"206",2011,"2011020206",2011-11-08,0,1,3,"MTL","EDM",2.25,4.2,3.1
"207",2011,"2011020207",2011-11-08,2,5,2,"DET","COL",1.97,4.3,3.39
"208",2011,"2011020208",2011-11-08,2,3,0,"STL","CHI",2.6,4.05,2.48
"209",2011,"2011020209",2011-11-08,0,0,3,"CGY","MIN",2.35,4.2,2.95
"210",2011,"2011020210",2011-11-08,2,4,3,"LAK","NSH",2.35,4.2,2.85
"211",2011,"2011020211",2011-11-09,0,2,3,"OTT","NYR",2.79,4.1,2.45
"212",2011,"2011020212",2011-11-09,1,1,1,"TBL","PHI",2.7,4.33,2.55
"213",2011,"2011020213",2011-11-09,0,2,4,"ANA","NSH",2.45,4,2.72
"214",2011,"2011020214",2011-11-10,2,6,3,"BOS","EDM",1.95,4.33,3.6
"215",2011,"2011020215",2011-11-10,0,3,6,"CBJ","CHI",3.2,4.5,2.1
"216",2011,"2011020216",2011-11-10,1,2,2,"STL","TOR",2.02,4.2,3.4
"217",2011,"2011020217",2011-11-10,0,2,5,"WPG","FLA",2.64,4.33,2.5
"218",2011,"2011020218",2011-11-10,1,3,3,"COL","NYI",2.29,4.1,2.8
"219",2011,"2011020219",2011-11-10,1,2,2,"PHX","MTL",2.26,4.2,2.9
"220",2011,"2011020220",2011-11-10,0,2,3,"LAK","VAN",2.54,4,2.6
"221",2011,"2011020221",2011-11-10,2,3,1,"SJS","MIN",1.95,4.2,3.6
"222",2011,"2011020222",2011-11-11,0,1,3,"NJD","WSH",3,4.15,2.29
"223",2011,"2011020223",2011-11-11,2,5,1,"NYR","CAR",2.15,4.2,3.25
"224",2011,"2011020224",2011-11-11,2,3,1,"PIT","DAL",2.22,4.2,3
"225",2011,"2011020225",2011-11-11,2,5,1,"BUF","OTT",1.85,4.4,3.75
"226",2011,"2011020226",2011-11-11,2,3,0,"DET","EDM",1.95,4.2,3.75
"227",2011,"2011020227",2011-11-11,2,4,1,"CHI","CGY",2.05,4.33,3.3
"228",2011,"2011020228",2011-11-11,2,4,3,"ANA","VAN",2.65,4.05,2.4
"229",2011,"2011020229",2011-11-12,2,6,2,"BOS","BUF",2.15,4.2,3.15
"230",2011,"2011020230",2011-11-12,0,2,5,"TOR","OTT",2.15,4.2,3.25
"231",2011,"2011020231",2011-11-12,1,2,2,"WSH","NJD",1.85,4.4,4
"232",2011,"2011020232",2011-11-12,2,5,3,"CAR","PIT",2.9,4.1,2.3
"233",2011,"2011020233",2011-11-12,2,5,2,"DET","DAL",2.01,4.2,3.39
"234",2011,"2011020234",2011-11-12,2,2,1,"CBJ","WPG",2.4,4.1,2.7
"235",2011,"2011020235",2011-11-12,1,1,1,"NSH","MTL",2.05,4.25,3.29
"236",2011,"2011020236",2011-11-12,2,3,0,"STL","TBL",2.3,4.2,2.89
"237",2011,"2011020237",2011-11-12,0,3,4,"COL","CGY",2.35,4.2,2.79
"238",2011,"2011020238",2011-11-12,2,5,2,"LAK","MIN",2.15,4.35,3.29
"239",2011,"2011020239",2011-11-12,0,0,3,"SJS","PHX",1.92,4.3,3.6
"240",2011,"2011020240",2011-11-13,0,2,3,"FLA","PHI",2.79,4.1,2.4
"241",2011,"2011020241",2011-11-13,2,6,3,"CHI","EDM",1.95,4.3,3.5
"242",2011,"2011020242",2011-11-13,0,2,3,"ANA","MIN",2.2,4.2,3.2
"243",2011,"2011020243",2011-11-13,2,4,1,"VAN","NYI",1.81,4.4,3.75
"244",2011,"2011020244",2011-11-14,0,3,5,"CAR","PHI",2.75,4.05,2.36
"245",2011,"2011020245",2011-11-14,1,2,2,"MTL","BUF",2.75,4,2.48
"246",2011,"2011020246",2011-11-14,2,5,2,"WPG","TBL",3.2,4.25,2.05
"247",2011,"2011020247",2011-11-15,2,4,3,"BOS","NJD",1.9,4.3,3.75
"248",2011,"2011020248",2011-11-15,1,2,2,"TOR","PHX",2.6,4.2,2.55
"249",2011,"2011020249",2011-11-15,0,2,4,"NYI","NYR",3,4.05,2.3
"250",2011,"2011020250",2011-11-15,2,6,3,"PIT","COL",1.91,4.3,3.65
"251",2011,"2011020251",2011-11-15,0,2,4,"CBJ","MIN",2.65,4.1,2.5
"252",2011,"2011020252",2011-11-15,2,2,1,"STL","DET",2.5,4.2,2.6
"253",2011,"2011020253",2011-11-15,2,3,1,"NSH","WSH",2.8,4.05,2.45
"254",2011,"2011020254",2011-11-15,0,0,6,"DAL","FLA",2.25,4.2,3
"255",2011,"2011020255",2011-11-15,0,1,3,"CGY","OTT",2.1,4.25,3.1
"256",2011,"2011020256",2011-11-16,2,4,0,"MTL","CAR",2.26,4.1,3
"257",2011,"2011020257",2011-11-16,0,3,5,"BUF","NJD",1.95,4.25,3.5
"258",2011,"2011020258",2011-11-16,0,1,5,"VAN","CHI",2.3,4,2.8
"259",2011,"2011020259",2011-11-16,1,1,1,"LAK","ANA",2,4.2,3.75
"260",2011,"2011020260",2011-11-17,1,1,1,"BOS","CBJ",1.71,4.55,4.5
"261",2011,"2011020261",2011-11-17,2,4,3,"NYI","MTL",2.55,4,2.6
"262",2011,"2011020262",2011-11-17,2,2,1,"PHI","PHX",2.04,4.25,3.4
"263",2011,"2011020263",2011-11-17,2,4,1,"TBL","PIT",2.65,4.05,2.45
"264",2011,"2011020264",2011-11-17,2,4,1,"STL","FLA",2.15,4.2,3.2
"265",2011,"2011020265",2011-11-17,2,4,1,"NSH","TOR",2,4.2,3.5
"266",2011,"2011020266",2011-11-17,2,1,0,"MIN","COL",2.25,4.15,2.85
"267",2011,"2011020267",2011-11-17,2,4,1,"WPG","WSH",3.3,4.25,2.1
"268",2011,"2011020268",2011-11-17,0,2,5,"EDM","OTT",2.3,4.2,2.8
"269",2011,"2011020269",2011-11-17,0,3,5,"ANA","LAK",2.75,4,2.5
"270",2011,"2011020270",2011-11-17,2,5,2,"SJS","DET",2.25,4.2,3
"271",2011,"2011020271",2011-11-18,0,0,1,"CAR","BUF",2.79,4,2.34
"272",2011,"2011020272",2011-11-18,2,3,0,"COL","DAL",2.65,4.05,2.5
"273",2011,"2011020273",2011-11-18,2,5,2,"CGY","CHI",2.8,4.1,2.4
"274",2011,"2011020274",2011-11-19,2,6,4,"WPG","PHI",3.2,4.25,2.1
"275",2011,"2011020275",2011-11-19,0,1,4,"LAK","DET",2.4,4,2.75
"276",2011,"2011020276",2011-11-19,0,2,4,"BUF","PHX",2.3,4.1,2.85
"277",2011,"2011020277",2011-11-19,2,7,1,"TOR","WSH",3.2,4.2,2.1
"278",2011,"2011020278",2011-11-19,2,4,0,"MTL","NYR",2.54,4,2.65
"279",2011,"2011020279",2011-11-19,0,0,6,"NYI","BOS",3.2,4.25,2.06
"280",2011,"2011020280",2011-11-19,0,2,4,"TBL","NJD",2.29,4.2,2.85
"281",2011,"2011020281",2011-11-19,2,3,2,"FLA","PIT",2.9,4.05,2.4
"282",2011,"2011020282",2011-11-19,1,3,3,"NSH","CBJ",1.83,4.4,3.9
"283",2011,"2011020283",2011-11-19,1,2,2,"MIN","STL",2.75,4,2.5
"284",2011,"2011020284",2011-11-19,0,1,4,"DAL","SJS",3.2,4.2,2.25
"285",2011,"2011020285",2011-11-19,2,9,2,"EDM","CHI",3,4.1,2.3
"286",2011,"2011020286",2011-11-20,2,3,2,"CAR","TOR",2.15,4.2,3.1
"287",2011,"2011020287",2011-11-20,0,1,4,"COL","SJS",2.85,4.15,2.25
"288",2011,"2011020288",2011-11-20,0,2,4,"ANA","DET",2.65,4.05,2.4
"289",2011,"2011020289",2011-11-20,1,1,1,"VAN","OTT",1.9,4.4,3.75
"290",2011,"2011020290",2011-11-21,0,2,4,"PHI","CAR",1.78,4.6,4.25
"291",2011,"2011020291",2011-11-21,2,5,0,"PIT","NYI",1.74,4.45,4.6
"292",2011,"2011020292",2011-11-21,2,4,3,"WSH","PHX",2.15,4.2,3.2
"293",2011,"2011020293",2011-11-21,2,4,1,"CBJ","CGY",2.56,4.05,2.5
"294",2011,"2011020294",2011-11-21,0,0,1,"MTL","BOS",3,4.2,2.25
"295",2011,"2011020295",2011-11-21,2,4,3,"FLA","NJD",2.4,4,2.89
"296",2011,"2011020296",2011-11-21,2,4,1,"DAL","EDM",2.25,4.1,3
"297",2011,"2011020297",2011-11-22,0,1,7,"TBL","TOR",2.05,4.25,3.39
"298",2011,"2011020298",2011-11-22,0,2,3,"STL","LAK",2.3,4,2.89
"299",2011,"2011020299",2011-11-22,0,2,6,"NSH","EDM",1.95,4.4,3.79
"300",2011,"2011020300",2011-11-23,1,3,3,"BUF","BOS",2.7,4.1,2.35
"301",2011,"2011020301",2011-11-23,1,1,1,"NJD","CBJ",2.04,4.3,3.4
"302",2011,"2011020302",2011-11-23,1,3,3,"NYI","PHI",3.2,4.33,2.05
"303",2011,"2011020303",2011-11-23,1,2,2,"PIT","STL",1.85,4.4,3.9
"304",2011,"2011020304",2011-11-23,1,3,3,"WSH","WPG",1.83,4.4,3.85
"305",2011,"2011020305",2011-11-23,1,3,3,"CAR","MTL",2.75,4,2.6
"306",2011,"2011020306",2011-11-23,2,5,3,"DET","CGY",1.92,4.4,3.55
"307",2011,"2011020307",2011-11-23,2,2,1,"FLA","NYR",2.54,4,2.6
"308",2011,"2011020308",2011-11-23,2,3,2,"MIN","NSH",2.5,4,2.7
