bet_on,actual,edge,stake,profit,won
2,1,0.21162789801927492,10,-10.0,0
2,0,0.21102222336763732,10,-10.0,0
0,1,0.4289241615463709,10,-10.0,0
2,1,0.05476792921307161,10,-10.0,0
2,2,0.037294161559933925,10,10.7,1
0,2,0.10450134474209172,10,-10.0,0
2,0,0.16505609311738545,10,-10.0,0
2,2,0.12103435494149889,10,16.0,1
0,1,0.20404736096325657,10,-10.0,0
2,2,0.26390588426685824,10,40.0,1
0,0,0.1390181474705623,10,22.0,1
0,2,0.0946374505055595,10,-10.0,0
0,1,0.09697033215167272,10,-10.0,0
2,1,0.2508614001019485,10,-10.0,0
0,0,0.042651936098254906,10,16.8,1
2,2,0.10112726044456188,10,9.399999999999999,1
2,0,0.2619614161246185,10,-10.0,0
2,2,0.06383462761427283,10,7.5,1
0,2,0.21562035809641383,10,-10.0,0
0,0,0.2098432387825962,10,13.100000000000001,1
0,2,0.3791275259765891,10,-10.0,0
0,2,0.2721461307660975,10,-10.0,0
0,2,0.25202854554101073,10,-10.0,0
2,1,0.03835155297976467,10,-10.0,0
0,0,0.11995746725255202,10,16.299999999999997,1
2,0,0.15332385005386756,10,-10.0,0
0,2,0.10512025310985568,10,-10.0,0
0,2,0.1719254539630693,10,-10.0,0
2,0,0.11873886748582624,10,-10.0,0
0,0,0.14844927465824248,10,27.0,1
2,2,0.03957923719634143,10,16.0,1
0,0,0.05736674978041806,10,12.7,1
0,2,0.040599200268202906,10,-10.0,0
2,0,0.10727317801413555,10,-10.0,0
0,2,0.24749681446522656,10,-10.0,0
0,1,0.09333038423941892,10,-10.0,0
2,0,0.08009832000627154,10,-10.0,0
2,2,0.4157513989753394,10,32.0,1
0,2,0.19511574612026594,10,-10.0,0
0,1,0.09272371941604401,10,-10.0,0
2,0,0.05136210559236415,10,-10.0,0
0,0,0.1421209181507868,10,40.0,1
2,0,0.11994113371876144,10,-10.0,0
0,2,0.12766036645484485,10,-10.0,0
0,2,0.1324461664841151,10,-10.0,0
2,1,0.20349327581128585,10,-10.0,0
2,2,0.3326099185290578,10,32.0,1
2,2,0.08588419260181812,10,17.400000000000002,1
2,1,0.1643564789599537,10,-10.0,0
0,2,0.07267042589239567,10,-10.0,0
0,2,0.14796064350804244,10,-10.0,0
0,2,0.15522894000866072,10,-10.0,0
0,0,0.2460545727910743,10,16.5,1
0,2,0.13737802191129375,10,-10.0,0
2,2,0.23571685002617782,10,19.0,1
2,0,0.03633838325763816,10,-10.0,0
2,2,0.1826114147755119,10,16.7,1
2,1,0.15505268666442773,10,-10.0,0
0,0,0.25293338539712007,10,29.5,1
2,2,0.1626593283842906,10,23.199999999999996,1
2,2,0.06556340409128575,10,10.8,1
0,1,0.06902304307147678,10,-10.0,0
0,0,0.1781903535170155,10,21.5,1
2,1,0.06432958375306397,10,-10.0,0
0,2,0.0433744909755093,10,-10.0,0
0,2,0.17673695336144712,10,-10.0,0
0,1,0.04499579053843733,10,-10.0,0
0,0,0.1283399021348417,10,10.099999999999998,1
2,1,0.22055638877649075,10,-10.0,0
2,2,0.051809626991056346,10,10.299999999999997,1
2,0,0.08781943025511363,10,-10.0,0
2,0,0.0751697437195975,10,-10.0,0
2,0,0.15915188182464507,10,-10.0,0
2,0,0.34106721603534235,10,-10.0,0
1,2,0.06829694573251266,10,-10.0,0
0,1,0.26183240649309714,10,-10.0,0
1,2,0.0933816940944319,10,-10.0,0
2,1,0.09205414798502443,10,-10.0,0
0,2,0.18785008637039258,10,-10.0,0
2,2,0.18231939177204332,10,23.0,1
0,1,0.1966757867226941,10,-10.0,0
2,2,0.03742639000447928,10,12.100000000000001,1
2,0,0.1744736539282217,10,-10.0,0
2,2,0.12942005716788668,10,12.3,1
0,2,0.23465044962087958,10,-10.0,0
2,2,0.24469292753768102,10,23.5,1
2,0,0.18301176881455772,10,-10.0,0
2,2,0.14356827803604905,10,12.0,1
0,1,0.2144875059009061,10,-10.0,0
0,0,0.05679916681793301,10,10.2,1
2,0,0.03510953940544098,10,-10.0,0
2,1,0.09000542381225413,10,-10.0,0
2,0,0.05474481481400939,10,-10.0,0
0,2,0.035433350358247184,10,-10.0,0
0,2,0.04698701832506197,10,-10.0,0
0,2,0.2108968542512732,10,-10.0,0
2,0,0.15459693331104446,10,-10.0,0
2,2,0.24552553418416806,10,25.200000000000003,1
0,2,0.17116952847503547,10,-10.0,0
2,1,0.13025137350323912,10,-10.0,0
0,2,0.16011997874832998,10,-10.0,0
0,2,0.053000869362087144,10,-10.0,0
2,2,0.18845886958180258,10,24.200000000000003,1
0,2,0.10646029686184733,10,-10.0,0
0,0,0.16497845958318808,10,13.399999999999999,1
0,2,0.06070206592999006,10,-10.0,0
2,2,0.17239614807375803,10,19.1,1
0,1,0.2987315557903637,10,-10.0,0
0,0,0.1911354650323176,10,26.5,1
2,2,0.04931747688695898,10,14.0,1
0,2,0.1408481079702152,10,-10.0,0
2,2,0.08196106494191846,10,13.700000000000003,1
2,2,0.17665921372787535,10,17.0,1
2,2,0.24308730845263116,10,25.5,1
1,2,0.10551154053235953,10,-10.0,0
0,1,0.11443393637512828,10,-10.0,0
0,0,0.048829284265578254,10,16.0,1
2,1,0.06818175899749884,10,-10.0,0
0,2,0.09081438562852295,10,-10.0,0
0,1,0.07617841660211766,10,-10.0,0
0,0,0.1070521111807069,10,17.3,1
0,1,0.3073396933829078,10,-10.0,0
0,0,0.061632234575315414,10,17.5,1
2,2,0.04176736383687851,10,11.299999999999997,1
2,2,0.2448888394667067,10,25.0,1
0,0,0.052125198194626354,10,27.400000000000006,1
0,2,0.15402244741879587,10,-10.0,0
2,2,0.06947244869776648,10,7.399999999999999,1
2,1,0.20559952353934757,10,-10.0,0
2,2,0.061759162683411584,10,14.900000000000002,1
2,1,0.29380567605143937,10,-10.0,0
0,0,0.14653757917557964,10,15.600000000000001,1
2,1,0.030240100803666403,10,-10.0,0
2,1,0.25165219799029537,10,-10.0,0
0,2,0.193060277139931,10,-10.0,0
0,0,0.25207839030108714,10,37.0,1
0,2,0.15964667126287385,10,-10.0,0
0,1,0.033785399701614455,10,-10.0,0
2,2,0.07889259544607125,10,14.8,1
2,2,0.08074764369495518,10,21.5,1
2,2,0.22438333181791903,10,27.200000000000003,1
0,0,0.1905223040242743,10,32.5,1
0,2,0.2586087822842149,10,-10.0,0
2,1,0.14100868159775448,10,-10.0,0
2,1,0.23813532758967884,10,-10.0,0
2,2,0.033626781799118155,10,14.100000000000001,1
2,0,0.14278948464647157,10,-10.0,0
0,2,0.1786554312671574,10,-10.0,0
2,0,0.2533892724488706,10,-10.0,0
1,1,0.061205464369355006,10,38.0,1
2,0,0.1334978153195575,10,-10.0,0
2,0,0.2464535577156391,10,-10.0,0
2,0,0.13663054144706105,10,-10.0,0
0,2,0.051624844902981526,10,-10.0,0
2,2,0.07443744091048088,10,7.300000000000001,1
2,1,0.12523690471315002,10,-10.0,0
2,2,0.08406836806159407,10,12.5,1
0,2,0.09124511043056382,10,-10.0,0
1,1,0.10165788143649193,10,37.0,1
1,0,0.046522415366768904,10,-10.0,0
0,2,0.20108599984340725,10,-10.0,0
0,2,0.03793957973110085,10,-10.0,0
0,2,0.1650446461331536,10,-10.0,0
2,0,0.034908752158348044,10,-10.0,0
2,1,0.17874551167912892,10,-10.0,0
0,0,0.20990816067382068,10,16.0,1
0,0,0.10639841471565814,10,32.0,1
0,2,0.155936064905153,10,-10.0,0
2,1,0.09297773164800754,10,-10.0,0
2,0,0.1244720141936358,10,-10.0,0
2,2,0.11101107057942594,10,10.2,1
1,0,0.10211655577798653,10,-10.0,0
2,0,0.1948248102708396,10,-10.0,0
0,2,0.10557475955518586,10,-10.0,0
0,0,0.06962316490463616,10,10.899999999999999,1
2,1,0.0954851306069544,10,-10.0,0
2,0,0.06543149212941651,10,-10.0,0
2,0,0.08196627895384695,10,-10.0,0
2,2,0.09811755432511027,10,13.399999999999999,1
1,0,0.09352801836156285,10,-10.0,0
2,2,0.053933160969474314,10,11.299999999999997,1
0,2,0.05226457816399138,10,-10.0,0
2,1,0.1461696295304417,10,-10.0,0
0,0,0.05303834801095886,10,25.5,1
2,2,0.17044052190877398,10,30.5,1
2,0,0.056340130128495314,10,-10.0,0
2,2,0.08847923354625264,10,21.0,1
2,2,0.11811982612352662,10,26.5,1
0,2,0.16712213990048647,10,-10.0,0
2,0,0.183220684506386,10,-10.0,0
0,0,0.2730168362793069,10,19.1,1
2,0,0.12730118552877873,10,-10.0,0
1,2,0.06783828149612306,10,-10.0,0
1,1,0.10410833197996153,10,35.5,1
2,0,0.21961415472793877,10,-10.0,0
2,0,0.18053516963937766,10,-10.0,0
2,0,0.06078271457211354,10,-10.0,0
2,0,0.14473876848546768,10,-10.0,0
2,0,0.11010167443536434,10,-10.0,0
2,0,0.12348114644887656,10,-10.0,0
0,2,0.08464033880544897,10,-10.0,0
0,0,0.03461733566929731,10,20.4,1
0,2,0.04811196441997134,10,-10.0,0
2,0,0.2904543233223139,10,-10.0,0
2,2,0.07281971407774795,10,14.3,1
2,2,0.06411211666316285,10,16.0,1
2,1,0.23015876535767132,10,-10.0,0
2,0,0.13967774470129612,10,-10.0,0
0,2,0.13990144556860462,10,-10.0,0
2,0,0.19792001383282498,10,-10.0,0
2,0,0.03315961465975015,10,-10.0,0
0,2,0.06422141696027037,10,-10.0,0
0,1,0.23741280686083485,10,-10.0,0
2,0,0.10741111043542967,10,-10.0,0
2,1,0.06698874914855546,10,-10.0,0
2,0,0.096258324616608,10,-10.0,0
2,1,0.20259225243309847,10,-10.0,0
2,0,0.14651358513621573,10,-10.0,0
1,0,0.07158543578245355,10,-10.0,0
0,2,0.18058317497691054,10,-10.0,0
2,0,0.20189032230990034,10,-10.0,0
0,0,0.17637267095797743,10,28.0,1
2,0,0.09056907396856312,10,-10.0,0
2,2,0.1609749845326376,10,25.5,1
2,2,0.07666281184898338,10,21.400000000000002,1
2,1,0.10482335526482245,10,-10.0,0
0,0,0.3525452257575361,10,50.0,1
0,2,0.26367839447849817,10,-10.0,0
0,2,0.0503165206991239,10,-10.0,0
1,1,0.07818766183048834,10,42.0,1
2,2,0.23122847683965736,10,25.4,1
2,0,0.12588347555112767,10,-10.0,0
0,1,0.17369051909941846,10,-10.0,0
2,0,0.20122153112498015,10,-10.0,0
0,0,0.04719240988606288,10,8.899999999999999,1
2,0,0.06317089174090357,10,-10.0,0
1,0,0.109082851708584,10,-10.0,0
0,2,0.08378985166581865,10,-10.0,0
0,1,0.1698432871129062,10,-10.0,0
2,2,0.16606911665398322,10,23.199999999999996,1
0,2,0.12208899526990108,10,-10.0,0
0,1,0.16674860049761814,10,-10.0,0
0,2,0.0952521497717439,10,-10.0,0
0,0,0.14551654397351943,10,21.5,1
0,0,0.4925264914026516,10,46.5,1
1,2,0.0695654322723816,10,-10.0,0
0,2,0.23681177227262412,10,-10.0,0
2,0,0.15204648279977526,10,-10.0,0
2,0,0.03233483449094943,10,-10.0,0
2,0,0.09840558835639629,10,-10.0,0
2,2,0.08536369198668958,10,21.400000000000002,1
2,2,0.05402396951996269,10,8.0,1
2,0,0.267929298521641,10,-10.0,0
1,2,0.032560939458429,10,-10.0,0
2,0,0.23184189067818844,10,-10.0,0
1,2,0.041104943035965735,10,-10.0,0
2,0,0.22376575524527054,10,-10.0,0
2,1,0.07271924985436512,10,-10.0,0
0,1,0.030201789150416325,10,-10.0,0
2,0,0.24998192439290307,10,-10.0,0
2,0,0.25994893833829164,10,-10.0,0
0,2,0.2430943693707467,10,-10.0,0
2,2,0.2446652935015336,10,40.5,1
0,1,0.05969356607381493,10,-10.0,0
0,1,0.2534564537396279,10,-10.0,0
2,0,0.12360079843799482,10,-10.0,0
0,2,0.35468491676649416,10,-10.0,0
2,2,0.14530406242190075,10,10.600000000000001,1
2,2,0.19807507696833448,10,12.799999999999997,1
0,2,0.15526396427168193,10,-10.0,0
2,2,0.048942972302444376,10,7.600000000000001,1
2,2,0.11494852977813125,10,40.0,1
2,2,0.14903139570276158,10,7.100000000000001,1
0,2,0.08622617956398321,10,-10.0,0
2,0,0.37190136611851077,10,-10.0,0
0,0,0.13608786714802612,10,16.400000000000002,1
0,2,0.40443513670036046,10,-10.0,0
0,0,0.11251791950780515,10,20.0,1
0,1,0.05950981631194563,10,-10.0,0
2,0,0.1303300285968214,10,-10.0,0
2,0,0.09238599573588752,10,-10.0,0
0,0,0.11108557244078343,10,11.600000000000001,1
2,0,0.1489215475093127,10,-10.0,0
2,0,0.12097374969491015,10,-10.0,0
0,0,0.1978708507420906,10,13.599999999999998,1
0,2,0.2732325721060802,10,-10.0,0
0,1,0.08167081045977387,10,-10.0,0
2,2,0.31790908947846785,10,29.0,1
2,0,0.27067473608149933,10,-10.0,0
2,2,0.5929033472255909,10,48.0,1
0,2,0.30466008594611593,10,-10.0,0
0,0,0.03302404257900232,10,11.200000000000003,1
0,2,0.046967334504837366,10,-10.0,0
0,0,0.04243325228629918,10,12.0,1
2,2,0.1509717348264148,10,23.199999999999996,1
2,0,0.12237431272820051,10,-10.0,0
