bet_on,actual,edge,stake,profit,won
2,0,0.2491593538698622,10,-10.0,0
0,2,0.10590050571033938,10,-10.0,0
0,2,0.2354347548092588,10,-10.0,0
2,0,0.09928307620669347,10,-10.0,0
2,1,0.3355791277261069,10,-10.0,0
0,2,0.10610443969264916,10,-10.0,0
2,1,0.0661947169221993,10,-10.0,0
2,0,0.0757577324093705,10,-10.0,0
0,2,0.08947917285359022,10,-10.0,0
0,2,0.11712924251477919,10,-10.0,0
0,1,0.0754670401843337,10,-10.0,0
0,1,0.12290837261124204,10,-10.0,0
2,2,0.24572657694192723,10,17.0,1
2,2,0.2840338576852114,10,17.0,1
0,0,0.11141837647691138,10,14.0,1
0,2,0.07823078828086472,10,-10.0,0
0,2,0.3125614420819561,10,-10.0,0
2,1,0.2515576367442304,10,-10.0,0
2,2,0.351050020879176,10,17.5,1
1,2,0.038808679311334804,10,-10.0,0
0,2,0.1310421380756485,10,-10.0,0
2,0,0.06734670927511277,10,-10.0,0
2,0,0.12647860281840984,10,-10.0,0
2,0,0.15901179754574496,10,-10.0,0
0,0,0.18650263494250946,10,12.400000000000002,1
2,2,0.10979376291007648,10,18.0,1
2,0,0.13736511876409035,10,-10.0,0
2,2,0.04554440896010192,10,15.5,1
0,0,0.04974202052153992,10,13.0,1
0,0,0.07957830113969105,10,22.0,1
2,2,0.2627799351296522,10,15.5,1
2,2,0.07506327878714014,10,11.7,1
0,2,0.08901653012917365,10,-10.0,0
2,0,0.13116407168203842,10,-10.0,0
2,1,0.08471655588594934,10,-10.0,0
0,2,0.3684444069290971,10,-10.0,0
0,2,0.1134685497320011,10,-10.0,0
0,0,0.039814708621136397,10,16.099999999999998,1
0,2,0.055881160572621186,10,-10.0,0
0,1,0.11225762578039639,10,-10.0,0
0,2,0.26683271649961426,10,-10.0,0
0,1,0.04675152200671423,10,-10.0,0
0,2,0.15957662105290854,10,-10.0,0
2,2,0.04642336638608002,10,15.0,1
2,0,0.25483541958990275,10,-10.0,0
2,2,0.14329380351628793,10,35.0,1
2,1,0.15154520616465877,10,-10.0,0
1,2,0.09030144491070022,10,-10.0,0
0,2,0.08447974682410048,10,-10.0,0
2,1,0.10766335946937353,10,-10.0,0
0,2,0.07979207444441366,10,-10.0,0
0,2,0.2207735877223175,10,-10.0,0
2,1,0.047858965722915314,10,-10.0,0
0,2,0.4132153096355035,10,-10.0,0
2,0,0.03287104260368906,10,-10.0,0
2,0,0.25335362307901743,10,-10.0,0
0,0,0.08651386767209274,10,21.6,1
2,1,0.16329529588404296,10,-10.0,0
1,1,0.056687981984155394,10,38.5,1
2,1,0.25550889808724864,10,-10.0,0
0,2,0.0637339637916517,10,-10.0,0
2,0,0.08895349776676306,10,-10.0,0
0,2,0.12228175227610072,10,-10.0,0
0,0,0.10648521474327699,10,8.0,1
2,0,0.1047247346133976,10,-10.0,0
2,1,0.16220768688040435,10,-10.0,0
2,1,0.24551281817682924,10,-10.0,0
2,2,0.07403918537137189,10,6.100000000000001,1
2,2,0.3046712093723801,10,37.0,1
2,2,0.3115849698664223,10,23.199999999999996,1
2,0,0.0331896841896529,10,-10.0,0
2,1,0.22021772527321531,10,-10.0,0
0,2,0.19353826988610806,10,-10.0,0
2,1,0.1417505366179735,10,-10.0,0
2,2,0.1587936605907989,10,21.299999999999997,1
2,0,0.2726042276978784,10,-10.0,0
2,1,0.17681122355524254,10,-10.0,0
2,0,0.04899911045741173,10,-10.0,0
0,2,0.19313229221295494,10,-10.0,0
2,0,0.2824727303979257,10,-10.0,0
2,1,0.0751835987097674,10,-10.0,0
2,2,0.202973390509801,10,25.6,1
0,1,0.27209330859172887,10,-10.0,0
0,2,0.15378205733686817,10,-10.0,0
0,1,0.031457684403977004,10,-10.0,0
2,2,0.33592469945292397,10,38.0,1
2,2,0.18918537321303747,10,23.0,1
0,2,0.15112812817379054,10,-10.0,0
0,1,0.1894701217793152,10,-10.0,0
0,2,0.10145928193249046,10,-10.0,0
1,2,0.10426004028992888,10,-10.0,0
0,0,0.17363583449672054,10,34.0,1
0,0,0.3926720918755007,10,37.0,1
2,0,0.050087239291564334,10,-10.0,0
2,1,0.04022535380694947,10,-10.0,0
2,0,0.2776476495399405,10,-10.0,0
2,0,0.0654965582745135,10,-10.0,0
2,0,0.2349850386360075,10,-10.0,0
1,1,0.0432544037457703,10,39.0,1
0,2,0.10006902105479185,10,-10.0,0
0,0,0.11326293844505425,10,48.0,1
2,1,0.0709107394998626,10,-10.0,0
2,0,0.07456971414292946,10,-10.0,0
0,2,0.18763143197172413,10,-10.0,0
0,1,0.15378323212008277,10,-10.0,0
1,2,0.09578537908521775,10,-10.0,0
0,2,0.049945714971352695,10,-10.0,0
0,1,0.16702343725660757,10,-10.0,0
0,1,0.42568215622319233,10,-10.0,0
0,2,0.18359278855510489,10,-10.0,0
0,2,0.0887287454089895,10,-10.0,0
1,2,0.036700597787642564,10,-10.0,0
0,0,0.14810612757985409,10,25.5,1
2,2,0.210604585826291,10,18.799999999999997,1
0,2,0.13085485786035905,10,-10.0,0
2,1,0.04953769667483193,10,-10.0,0
2,1,0.20990819495055907,10,-10.0,0
2,2,0.12158540338569879,10,13.2,1
0,1,0.10796720873208604,10,-10.0,0
0,2,0.13096805338927847,10,-10.0,0
2,0,0.12168195166329715,10,-10.0,0
2,2,0.0766078564113521,10,20.4,1
2,2,0.09225082757830105,10,8.100000000000001,1
0,2,0.1389332372121902,10,-10.0,0
2,0,0.2881443751109437,10,-10.0,0
2,1,0.26722588133479364,10,-10.0,0
2,2,0.23702102663247548,10,21.0,1
2,1,0.35488499693206693,10,-10.0,0
0,2,0.20694864851121866,10,-10.0,0
1,2,0.12112402931346952,10,-10.0,0
0,2,0.09604799675646397,10,-10.0,0
0,2,0.08179430953684924,10,-10.0,0
2,2,0.10937276156484993,10,22.5,1
1,0,0.04756927971654354,10,-10.0,0
0,1,0.09543476660495048,10,-10.0,0
2,2,0.09911010423763583,10,18.799999999999997,1
2,2,0.05773297190209592,10,8.2,1
0,0,0.1933507742881785,10,36.0,1
0,2,0.062945639920157,10,-10.0,0
2,2,0.10668846931640363,10,14.399999999999999,1
2,2,0.16507846295040796,10,8.400000000000002,1
0,1,0.157321879288079,10,-10.0,0
2,2,0.12299618893725744,10,19.0,1
0,2,0.2114340629956452,10,-10.0,0
2,2,0.35774073674587936,10,24.5,1
2,1,0.33744528521875733,10,-10.0,0
0,1,0.2525694261517959,10,-10.0,0
2,1,0.3400705284253373,10,-10.0,0
0,2,0.2989595463345439,10,-10.0,0
2,0,0.06149225119211349,10,-10.0,0
2,2,0.2124721734424101,10,21.5,1
2,2,0.032143974980881396,10,9.0,1
0,1,0.22354723153873868,10,-10.0,0
2,1,0.05578643084013529,10,-10.0,0
2,0,0.28818538852593684,10,-10.0,0
2,2,0.2683742157056467,10,11.0,1
2,2,0.1520696301719755,10,8.600000000000001,1
0,2,0.10947070328604519,10,-10.0,0
0,0,0.06048141364654075,10,14.700000000000003,1
2,2,0.1980074521721108,10,16.0,1
0,2,0.27419379133692234,10,-10.0,0
0,0,0.05074050394715657,10,13.5,1
2,1,0.11238492600544758,10,-10.0,0
2,0,0.14155219308260225,10,-10.0,0
0,2,0.06514728358093996,10,-10.0,0
2,2,0.1490847889618021,10,17.5,1
2,1,0.1235534892349946,10,-10.0,0
2,2,0.13952855572666129,10,20.5,1
2,0,0.14322284000263263,10,-10.0,0
0,1,0.13923424734950146,10,-10.0,0
0,1,0.058461886845983246,10,-10.0,0
2,2,0.14708069179873562,10,11.099999999999998,1
0,0,0.18162011135188533,10,17.599999999999998,1
0,2,0.04309014900255165,10,-10.0,0
0,0,0.15404640126048091,10,22.0,1
2,2,0.0633446399559543,10,13.2,1
0,2,0.3674269369237854,10,-10.0,0
0,0,0.31495129977861624,10,13.599999999999998,1
0,2,0.42638533451871585,10,-10.0,0
0,2,0.031205330557695032,10,-10.0,0
0,1,0.10145341991263135,10,-10.0,0
2,2,0.11487576551934375,10,16.299999999999997,1
2,1,0.08033018587488244,10,-10.0,0
0,2,0.1619992045212062,10,-10.0,0
2,0,0.09564704489089232,10,-10.0,0
2,0,0.13316598577164424,10,-10.0,0
2,0,0.11612137411649864,10,-10.0,0
2,0,0.10073456468847986,10,-10.0,0
2,0,0.25710895496357933,10,-10.0,0
0,2,0.2259181473117765,10,-10.0,0
2,0,0.04741811699243692,10,-10.0,0
0,2,0.05569104386747298,10,-10.0,0
2,0,0.16214361655646004,10,-10.0,0
2,1,0.054010851338405164,10,-10.0,0
0,0,0.05925506540424236,10,19.0,1
2,1,0.07095990534334234,10,-10.0,0
0,0,0.035950468384009615,10,7.0,1
0,0,0.1760540994456694,10,32.0,1
0,2,0.10623142205190694,10,-10.0,0
2,0,0.19647676675225945,10,-10.0,0
0,2,0.03054023457745536,10,-10.0,0
0,0,0.09966167902600043,10,19.0,1
0,1,0.1331498118832095,10,-10.0,0
2,0,0.14206265854747469,10,-10.0,0
2,1,0.0884235880174098,10,-10.0,0
2,2,0.2556231051096915,10,22.200000000000003,1
2,0,0.22535969156103902,10,-10.0,0
1,1,0.06303934525452592,10,36.5,1
0,0,0.07322438663056985,10,11.299999999999997,1
0,2,0.04587142892377433,10,-10.0,0
0,1,0.17891275217000635,10,-10.0,0
2,2,0.15474998568681808,10,7.399999999999999,1
0,0,0.46710349907544624,10,23.0,1
0,0,0.07101653492718807,10,26.5,1
2,2,0.10530017922929896,10,25.200000000000003,1
2,0,0.0758208112013598,10,-10.0,0
1,2,0.07208199010876573,10,-10.0,0
2,0,0.032010001087552475,10,-10.0,0
0,2,0.06787158554589418,10,-10.0,0
2,2,0.18218410325556017,10,18.0,1
2,2,0.10678463492962642,10,8.100000000000001,1
0,0,0.2153451735530218,10,25.200000000000003,1
2,0,0.0860383582563004,10,-10.0,0
2,2,0.12900334037408123,10,11.200000000000003,1
2,0,0.06367094632886788,10,-10.0,0
2,0,0.14651314118805575,10,-10.0,0
1,0,0.04611908548052876,10,-10.0,0
1,0,0.07632299743244111,10,-10.0,0
0,1,0.18899514394753808,10,-10.0,0
0,2,0.1663323242825347,10,-10.0,0
2,1,0.25687455184422237,10,-10.0,0
2,2,0.05510828696161063,10,14.600000000000001,1
0,0,0.2782332229195105,10,15.7,1
2,1,0.0957045395937991,10,-10.0,0
0,0,0.20164401604601712,10,19.5,1
0,2,0.26981884488419505,10,-10.0,0
0,2,0.1961494286698044,10,-10.0,0
2,0,0.06344773693105987,10,-10.0,0
2,0,0.1277642725013438,10,-10.0,0
2,0,0.11524889098850266,10,-10.0,0
2,1,0.2843460566191376,10,-10.0,0
0,2,0.2122985118776564,10,-10.0,0
0,2,0.057446304473872556,10,-10.0,0
0,0,0.1896889486200466,10,27.200000000000003,1
0,2,0.11506328863197984,10,-10.0,0
0,1,0.24305233891106098,10,-10.0,0
0,2,0.16265655099115242,10,-10.0,0
2,0,0.0652751384491016,10,-10.0,0
2,2,0.09410559090471138,10,7.600000000000001,1
0,1,0.03968212014309219,10,-10.0,0
0,2,0.054211137218455885,10,-10.0,0
0,2,0.14410905498772653,10,-10.0,0
2,2,0.12697800878593857,10,14.100000000000001,1
0,1,0.12890763675091066,10,-10.0,0
0,2,0.2952052154561916,10,-10.0,0
0,2,0.26472829261477876,10,-10.0,0
2,1,0.17190472004233992,10,-10.0,0
2,0,0.05802875832532872,10,-10.0,0
0,2,0.16397389669684104,10,-10.0,0
0,2,0.05037835923729833,10,-10.0,0
0,2,0.13383153558305477,10,-10.0,0
0,2,0.14432112943534575,10,-10.0,0
0,2,0.24116425234104694,10,-10.0,0
0,2,0.10739057628620391,10,-10.0,0
0,1,0.14882779823311107,10,-10.0,0
0,2,0.09761594739475565,10,-10.0,0
0,2,0.12853774420914132,10,-10.0,0
2,1,0.188338689348043,10,-10.0,0
0,1,0.04716537092579143,10,-10.0,0
2,1,0.11258564428588153,10,-10.0,0
2,2,0.1693571158261975,10,17.400000000000002,1
0,0,0.11531319878378593,10,9.5,1
2,1,0.05669721624628832,10,-10.0,0
0,2,0.11020159937406185,10,-10.0,0
2,1,0.0926470410498807,10,-10.0,0
0,1,0.03857394555401156,10,-10.0,0
0,0,0.09774355314531691,10,11.7,1
0,1,0.08957894041877895,10,-10.0,0
2,0,0.08087526596293149,10,-10.0,0
0,2,0.2470751613268149,10,-10.0,0
0,1,0.10243666823679481,10,-10.0,0
0,1,0.10702939960418117,10,-10.0,0
2,1,0.03434705999368626,10,-10.0,0
2,2,0.21348448284414356,10,10.2,1
2,1,0.1208897696365211,10,-10.0,0
2,0,0.043465201082024785,10,-10.0,0
0,2,0.0769316259008464,10,-10.0,0
2,2,0.25430772278005476,10,26.0,1
0,0,0.054848039965265105,10,14.5,1
1,1,0.03303339097950553,10,33.0,1
2,1,0.057974467836706456,10,-10.0,0
2,2,0.2855324633162091,10,13.100000000000001,1
2,2,0.2364786771522292,10,25.0,1
2,0,0.05965881864273026,10,-10.0,0
2,0,0.10927845589515806,10,-10.0,0
0,2,0.07256781141584362,10,-10.0,0
0,1,0.05595124379320543,10,-10.0,0
0,0,0.0849919515809262,10,9.600000000000001,1
0,2,0.19937851385759886,10,-10.0,0
2,1,0.15524613842247298,10,-10.0,0
2,2,0.28655021027288086,10,15.600000000000001,1
2,2,0.14686749215914757,10,21.0,1
0,0,0.038008036000655415,10,38.0,1
0,2,0.12431252034145385,10,-10.0,0
0,2,0.16961681862698338,10,-10.0,0
0,2,0.08731614638784979,10,-10.0,0
0,1,0.14050394667368626,10,-10.0,0
1,2,0.09251994672674568,10,-10.0,0
0,1,0.10419712836915329,10,-10.0,0
2,2,0.054766120467958146,10,5.1,1
0,0,0.17970878530325984,10,34.5,1
0,1,0.20307764545255858,10,-10.0,0
2,0,0.10131191000817777,10,-10.0,0
2,0,0.15828757169216795,10,-10.0,0
0,0,0.11328142389439677,10,21.400000000000002,1
2,2,0.07983928945998281,10,19.6,1
0,0,0.12802106382046663,10,20.8,1
2,2,0.08057246940332302,10,20.5,1
2,0,0.19454393479559795,10,-10.0,0
0,0,0.07380719860707957,10,12.200000000000003,1
0,2,0.049590655633545144,10,-10.0,0
2,1,0.14469564562421888,10,-10.0,0
0,1,0.17650066907320372,10,-10.0,0
2,2,0.1710232376778536,10,15.5,1
0,0,0.06835044442990917,10,23.0,1
2,2,0.13890846397762535,10,8.2,1
2,0,0.04522071785013276,10,-10.0,0
0,0,0.14308029095395214,10,26.800000000000004,1
0,2,0.323490979079836,10,-10.0,0
1,2,0.05128674813888348,10,-10.0,0
0,1,0.20664018453447458,10,-10.0,0
2,0,0.26440418048968345,10,-10.0,0
2,2,0.19651476765866077,10,21.299999999999997,1
2,1,0.11522067082383619,10,-10.0,0
0,0,0.0907865409224119,10,10.7,1
2,2,0.08077138846060483,10,11.400000000000002,1
2,0,0.03339836005224972,10,-10.0,0
2,1,0.2018036870738399,10,-10.0,0
0,2,0.038148255940112175,10,-10.0,0
2,0,0.07791547327167025,10,-10.0,0
2,2,0.04203154701618972,10,10.299999999999997,1
0,2,0.21670290526535999,10,-10.0,0
0,1,0.257879193292412,10,-10.0,0
0,2,0.19220993310438655,10,-10.0,0
2,2,0.1203782537103959,10,11.0,1
0,0,0.09889589378386077,10,14.0,1
2,2,0.07491704152435408,10,12.599999999999998,1
2,0,0.040446744741288315,10,-10.0,0
0,2,0.19268808466651366,10,-10.0,0
2,1,0.0816301938280507,10,-10.0,0
2,2,0.12251553693292205,10,12.0,1
2,2,0.09398924817188459,10,12.0,1
0,2,0.257334264343239,10,-10.0,0
0,2,0.03836426349610794,10,-10.0,0
0,0,0.22254280309018015,10,50.0,1
0,0,0.27292359879802647,10,35.0,1
0,2,0.07011286396142435,10,-10.0,0
2,1,0.13870045844383644,10,-10.0,0
2,0,0.056908321827674024,10,-10.0,0
1,2,0.09806712556763025,10,-10.0,0
0,2,0.11822581775564661,10,-10.0,0
2,0,0.17507330150455142,10,-10.0,0
0,0,0.03892928289374137,10,14.700000000000003,1
2,0,0.055656519567215734,10,-10.0,0
2,1,0.11450585581462508,10,-10.0,0
2,0,0.1192102228347075,10,-10.0,0
0,2,0.05849106910796237,10,-10.0,0
2,2,0.13400685605306628,10,7.699999999999999,1
2,2,0.1471702153680055,10,10.099999999999998,1
2,0,0.2589658746173538,10,-10.0,0
2,1,0.15251880098260845,10,-10.0,0
2,1,0.1654501840390375,10,-10.0,0
2,2,0.09368976114814304,10,10.399999999999999,1
2,0,0.059950061136352095,10,-10.0,0
0,2,0.11114621572270372,10,-10.0,0
0,2,0.07441092813413847,10,-10.0,0
0,0,0.04313521218238803,10,11.099999999999998,1
2,2,0.2870819920389182,10,17.0,1
0,0,0.11310939149756233,10,13.5,1
0,0,0.2281595897875733,10,32.5,1
0,2,0.13916043379854776,10,-10.0,0
2,0,0.05057259497823413,10,-10.0,0
2,2,0.19196636082266494,10,12.7,1
2,0,0.19262890675332778,10,-10.0,0
2,0,0.1774388618409815,10,-10.0,0
1,2,0.10101747631298949,10,-10.0,0
2,2,0.03445436560793441,10,10.899999999999999,1
0,1,0.29092655466299355,10,-10.0,0
2,0,0.12044198072652273,10,-10.0,0
0,2,0.23724752664664261,10,-10.0,0
2,0,0.05595215430905942,10,-10.0,0
0,0,0.10599903412434764,10,23.5,1
0,1,0.15689114517093816,10,-10.0,0
0,2,0.21203020178325446,10,-10.0,0
2,2,0.05348325317059294,10,11.099999999999998,1
0,2,0.1066175418035617,10,-10.0,0
0,1,0.16480530725527992,10,-10.0,0
2,0,0.1271676845225872,10,-10.0,0
1,2,0.09483929332088722,10,-10.0,0
0,2,0.03627690568522318,10,-10.0,0
0,2,0.09672803339937303,10,-10.0,0
0,2,0.06858860810565331,10,-10.0,0
2,0,0.06965259232625332,10,-10.0,0
2,0,0.13501224574459353,10,-10.0,0
0,2,0.1333390687927676,10,-10.0,0
2,2,0.08511629988212172,10,22.200000000000003,1
0,2,0.05114453374723876,10,-10.0,0
0,2,0.09883249416534062,10,-10.0,0
0,0,0.09611618356374402,10,12.899999999999999,1
0,1,0.14979885436005108,10,-10.0,0
2,2,0.17476556197623477,10,18.5,1
2,0,0.08574281237177608,10,-10.0,0
2,2,0.1490341755115447,10,18.5,1
2,0,0.07168363889946949,10,-10.0,0
1,2,0.03856133018105387,10,-10.0,0
2,0,0.2218075399678026,10,-10.0,0
0,0,0.21236236614188508,10,10.099999999999998,1
2,2,0.033821169822633945,10,9.099999999999998,1
0,2,0.0399717007263769,10,-10.0,0
0,2,0.08605749678384506,10,-10.0,0
2,1,0.27542745665138413,10,-10.0,0
2,2,0.15334034302144944,10,14.900000000000002,1
2,0,0.21266438524835846,10,-10.0,0
0,0,0.054704269826490515,10,25.6,1
0,0,0.04457749249218976,10,31.5,1
2,2,0.06329002344265156,10,8.899999999999999,1
1,0,0.09461974621311162,10,-10.0,0
1,1,0.06736664954909996,10,36.5,1
1,2,0.06826808750505453,10,-10.0,0
2,2,0.17642790882826292,10,11.7,1
2,0,0.13942164212460245,10,-10.0,0
0,0,0.041208050373987226,10,16.7,1
0,2,0.11958293935170022,10,-10.0,0
0,1,0.030260948834559043,10,-10.0,0
0,0,0.22551754030940624,10,49.0,1
2,0,0.07791643977804508,10,-10.0,0
0,0,0.08606401321636314,10,19.0,1
0,0,0.27838496224562037,10,30.0,1
0,1,0.042324418082516135,10,-10.0,0
1,2,0.06491044277873104,10,-10.0,0
2,2,0.10299457530998068,10,10.0,1
0,1,0.032083655435719505,10,-10.0,0
0,2,0.1182043827423101,10,-10.0,0
2,0,0.13447754243706717,10,-10.0,0
0,2,0.15555488559161335,10,-10.0,0
2,2,0.10395264136802429,10,22.200000000000003,1
2,2,0.06896063181570078,10,12.599999999999998,1
2,0,0.07766533055800867,10,-10.0,0
0,1,0.057150351209998285,10,-10.0,0
0,2,0.07846908695259053,10,-10.0,0
1,2,0.05240171352572873,10,-10.0,0
0,2,0.043640164475714616,10,-10.0,0
1,1,0.032664279134558605,10,34.0,1
0,2,0.28962481272984697,10,-10.0,0
1,2,0.08720288897198272,10,-10.0,0
2,0,0.20830685035726515,10,-10.0,0
0,0,0.061693235342034,10,46.0,1
0,2,0.12968618012112287,10,-10.0,0
0,1,0.16600173264887907,10,-10.0,0
2,0,0.11921074303579537,10,-10.0,0
2,2,0.07036943565903941,10,8.400000000000002,1
0,2,0.3449898594588233,10,-10.0,0
0,1,0.07549882218120679,10,-10.0,0
0,2,0.2526371288301712,10,-10.0,0
0,1,0.039353597700162724,10,-10.0,0
0,1,0.1805579116452477,10,-10.0,0
2,0,0.1466999550248091,10,-10.0,0
2,1,0.05756605062053968,10,-10.0,0
2,1,0.04891124612765485,10,-10.0,0
0,2,0.2321354041628954,10,-10.0,0
2,1,0.07857433805067149,10,-10.0,0
2,2,0.05792075523902257,10,13.2,1
0,2,0.1143868834046386,10,-10.0,0
0,0,0.19073890772093638,10,14.5,1
0,1,0.06533843214531299,10,-10.0,0
0,2,0.04097700892527317,10,-10.0,0
0,1,0.08113274044530833,10,-10.0,0
0,2,0.19237959514649494,10,-10.0,0
0,2,0.0825972426003646,10,-10.0,0
2,0,0.052501840647798725,10,-10.0,0
0,0,0.08360870263876485,10,8.600000000000001,1
2,1,0.035693506977537925,10,-10.0,0
2,0,0.13504789201235484,10,-10.0,0
0,2,0.16970230125311142,10,-10.0,0
2,0,0.03935831038374704,10,-10.0,0
2,0,0.06603518139375947,10,-10.0,0
2,0,0.11262981691737509,10,-10.0,0
0,0,0.11970963378949534,10,13.5,1
0,1,0.10858396578783208,10,-10.0,0
2,2,0.05055324740736633,10,20.5,1
2,0,0.11464259706239954,10,-10.0,0
2,0,0.0978176524153952,10,-10.0,0
2,0,0.31861990613061864,10,-10.0,0
2,1,0.1095023469814535,10,-10.0,0
0,2,0.15695667688943832,10,-10.0,0
2,0,0.24071361744857567,10,-10.0,0
2,2,0.1497973471947951,10,9.600000000000001,1
2,0,0.058828949999637115,10,-10.0,0
0,2,0.24757749616703034,10,-10.0,0
0,0,0.07826666906105584,10,21.299999999999997,1
2,0,0.1849243114512784,10,-10.0,0
0,0,0.21929270787209887,10,17.0,1
2,1,0.09186279425626304,10,-10.0,0
2,0,0.14610599891823256,10,-10.0,0
0,1,0.030781061492126505,10,-10.0,0
1,0,0.0674173106122552,10,-10.0,0
2,0,0.07557319817614455,10,-10.0,0
0,2,0.0929779359537305,10,-10.0,0
2,0,0.3200604007452615,10,-10.0,0
0,1,0.10955257540207086,10,-10.0,0
0,0,0.05132642944579935,10,20.4,1
2,0,0.3009100133056616,10,-10.0,0
0,2,0.41785451162601805,10,-10.0,0
2,2,0.1846546609722557,10,29.4,1
0,2,0.0845774245120745,10,-10.0,0
2,1,0.326051635340945,10,-10.0,0
2,2,0.07123896245712552,10,10.5,1
0,2,0.03762729859665653,10,-10.0,0
2,0,0.2093923883730192,10,-10.0,0
0,2,0.15472267391257244,10,-10.0,0
0,2,0.048760582574170985,10,-10.0,0
0,1,0.06834255020479574,10,-10.0,0
2,0,0.03942862918300888,10,-10.0,0
0,0,0.07995739638346738,10,20.0,1
2,2,0.033284427810463035,10,16.099999999999998,1
2,2,0.036817256223593275,10,10.2,1
1,0,0.06936525375993838,10,-10.0,0
2,0,0.04325244301274933,10,-10.0,0
2,2,0.04023543617185121,10,13.3,1
0,2,0.13355883623105574,10,-10.0,0
2,2,0.0755875572877564,10,16.0,1
0,2,0.1920705731060809,10,-10.0,0
2,0,0.07320307673245441,10,-10.0,0
0,2,0.10943140747482177,10,-10.0,0
2,0,0.0590410261113099,10,-10.0,0
0,0,0.26356223481337804,10,36.0,1
0,0,0.29113664963100383,10,18.5,1
2,2,0.10476774858560045,10,9.5,1
2,0,0.19552819977439312,10,-10.0,0
2,1,0.04324987515668366,10,-10.0,0
0,1,0.2963068273538979,10,-10.0,0
0,2,0.25291988177370517,10,-10.0,0
0,2,0.07790335534484644,10,-10.0,0
2,0,0.29542974897656543,10,-10.0,0
0,0,0.1667545733431668,10,22.200000000000003,1
0,2,0.10133490388436486,10,-10.0,0
2,2,0.04892743956526052,10,21.8,1
2,0,0.06546099752209095,10,-10.0,0
2,2,0.11824432064866675,10,7.300000000000001,1
2,1,0.1856390684845603,10,-10.0,0
0,1,0.2027185576829117,10,-10.0,0
2,2,0.1782387532100167,10,14.700000000000003,1
0,1,0.14704455633910063,10,-10.0,0
0,1,0.1444677256515387,10,-10.0,0
0,1,0.12440152830875029,10,-10.0,0
0,2,0.05057006504790851,10,-10.0,0
2,0,0.06629486394478834,10,-10.0,0
0,2,0.2230760986386876,10,-10.0,0
1,1,0.09111562101123805,10,37.0,1
0,1,0.046136549092614554,10,-10.0,0
2,0,0.24605807301421356,10,-10.0,0
2,1,0.10667383299895206,10,-10.0,0
0,0,0.21802434484582423,10,31.5,1
2,2,0.03477514043665236,10,11.8,1
2,2,0.1685738952997149,10,14.8,1
2,0,0.29417947952450213,10,-10.0,0
0,0,0.19682992786099812,10,13.100000000000001,1
1,1,0.12866602036776836,10,42.5,1
0,1,0.20236708111351423,10,-10.0,0
2,0,0.18347559475148695,10,-10.0,0
0,2,0.23360766461918148,10,-10.0,0
0,2,0.09384216468626272,10,-10.0,0
2,2,0.1358273999463726,10,12.599999999999998,1
0,1,0.05452230995040469,10,-10.0,0
0,1,0.3505114843213928,10,-10.0,0
1,2,0.1228955794245673,10,-10.0,0
0,2,0.20507438310947737,10,-10.0,0
0,2,0.19254430223054822,10,-10.0,0
2,1,0.06875243420414384,10,-10.0,0
2,0,0.28728711985484706,10,-10.0,0
2,0,0.12590241634276655,10,-10.0,0
2,1,0.28587944049646913,10,-10.0,0
0,2,0.2716472846564657,10,-10.0,0
2,0,0.033854090509466195,10,-10.0,0
0,2,0.4049558595374158,10,-10.0,0
0,0,0.06840384624539586,10,13.900000000000002,1
0,2,0.07486467311862344,10,-10.0,0
0,1,0.28993874980299006,10,-10.0,0
2,1,0.13393251045957694,10,-10.0,0
0,2,0.060531585233903035,10,-10.0,0
2,0,0.3224420045295274,10,-10.0,0
0,1,0.13253689272185373,10,-10.0,0
2,0,0.32337169204076116,10,-10.0,0
2,0,0.18634716243880384,10,-10.0,0
0,2,0.19782678188774358,10,-10.0,0
2,2,0.05347525756408178,10,19.2,1
2,1,0.038998514249181826,10,-10.0,0
2,2,0.037624546431692385,10,17.5,1
2,1,0.10540887359333923,10,-10.0,0
0,2,0.1821622643069338,10,-10.0,0
2,0,0.06329834325420383,10,-10.0,0
2,0,0.18944552437654824,10,-10.0,0
2,2,0.24113496607726392,10,12.599999999999998,1
2,0,0.13164561538428943,10,-10.0,0
0,2,0.14092376932668188,10,-10.0,0
0,2,0.11251908992938381,10,-10.0,0
0,2,0.04340068888854931,10,-10.0,0
0,2,0.06378933598216996,10,-10.0,0
0,0,0.03380157920478527,10,11.400000000000002,1
0,2,0.04029036313259404,10,-10.0,0
2,2,0.26401236970046954,10,22.0,1
0,2,0.1958387499748824,10,-10.0,0
0,1,0.035679676137429284,10,-10.0,0
2,2,0.09575265676929268,10,10.399999999999999,1
0,2,0.1842057559688477,10,-10.0,0
0,0,0.09736457492906764,10,22.400000000000006,1
2,0,0.2493513943092403,10,-10.0,0
0,2,0.19153096449516724,10,-10.0,0
2,2,0.09644289053904365,10,14.2,1
0,0,0.0415627137336784,10,39.0,1
1,2,0.039674579519596076,10,-10.0,0
2,0,0.1666348500857816,10,-10.0,0
0,1,0.14459097686835465,10,-10.0,0
2,0,0.1429526022888128,10,-10.0,0
2,2,0.16270261714811207,10,15.600000000000001,1
0,2,0.12253292962463674,10,-10.0,0
2,1,0.20531999573234044,10,-10.0,0
0,1,0.21447924983789518,10,-10.0,0
2,1,0.16350493537446548,10,-10.0,0
2,1,0.20436727873009092,10,-10.0,0
0,2,0.06858521721080957,10,-10.0,0
2,0,0.04097546253824913,10,-10.0,0
