k_factor,home_advantage,train_accuracy,train_brier,train_logloss,test_accuracy,test_brier,test_logloss
21,49,0.43988431345544693,0.6565534037851448,1.0950064933236268,0.48857426726279185,0.6358590322352476,1.0675494249940483
21,50,0.4405729238396915,0.6566919655548964,1.0952568872769428,0.4880774962742176,0.636064235731918,1.0678745661631264
22,30,0.43671670568792176,0.6557886675969105,1.0930068573526999,0.48335817188276203,0.6336376183562207,1.0638155291167457
22,31,0.4369921498416196,0.655779949469632,1.0930425627186267,0.48335817188276203,0.6337139357100816,1.0639556613292702
22,32,0.43657898361107284,0.655778107074293,1.0930876818777726,0.4831097863884749,0.6337985753986941,1.0641085371889998
22,33,0.4364412615342239,0.6557843475892894,1.0931447230780074,0.48261301539990065,0.6338899876491546,1.064270924831875
22,34,0.4369921498416196,0.6557985018951756,1.0932133333898446,0.48360655737704916,0.6339858015700274,1.0644378841572988
22,35,0.4374053160721664,0.6558175345900152,1.0932872039858903,0.4843517138599106,0.63408563008769,1.064608638682972
22,36,0.4386448147638066,0.6558449442771473,1.093373651144272,0.48460009935419773,0.6341944667006,1.0647936264305016
22,37,0.43878253684065555,0.6558838163767683,1.093479124627691,0.48633879781420764,0.6343119699758949,1.0649921730047798
22,38,0.43823164853325985,0.6559319888331736,1.0935991301370929,0.4860904123199205,0.6344369798928499,1.0652019068316896
22,39,0.438093926456411,0.6559877249664348,1.0937300428311247,0.48658718330849476,0.6345671127165589,1.0654178718229996
22,40,0.4376807602258642,0.6560512399026537,1.0938723019133665,0.4898161947342275,0.6347037584680592,1.0656429845670077
22,41,0.43781848230271314,0.6561232217915878,1.0940273410869612,0.4903129657228018,0.6348444648401147,1.0658722129293046
22,42,0.438093926456411,0.6562026633130286,1.0941930627880108,0.49155489319423745,0.6349929135148887,1.066113279375247
22,43,0.43781848230271314,0.656292122525089,1.0943748051920406,0.4913065076999503,0.6351499411884469,1.0663679657552296
22,44,0.438093926456411,0.656387444492684,1.094563918920845,0.4913065076999503,0.6353135930367731,1.0666322094697354
22,45,0.43781848230271314,0.6564905897677794,1.0947644941546895,0.4910581222056632,0.6354834253944941,1.0669050988931301
22,46,0.43933342514805124,0.6566006781434289,1.094974699473102,0.49056135121708894,0.6356614365198285,1.0671908107963004
22,47,0.43933342514805124,0.6567192459922523,1.0951977716154215,0.4890710382513661,0.6358452528564363,1.067484399738325
22,48,0.43933342514805124,0.6568467317624718,1.0954346411463916,0.4873323397913562,0.6360343114110644,1.0677846686969148
22,49,0.439746591378598,0.6569788163519366,1.095676318925958,0.48782911077993046,0.636229150087295,1.068092727542863
