home_advantage,train_accuracy,train_brier,train_logloss,test_accuracy,test_brier,test_logloss
20,0.43947114722490016,0.6554098617231402,1.091832834479275,0.485096870342772,0.6324832782050088,1.0617949532651871
40,0.4368544277647707,0.6551781257936987,1.092476367184278,0.49080973671137607,0.6339545470592735,1.0645297529653472
50,0.4405729238396915,0.6562666153242472,1.0945775957574315,0.4883258817685047,0.635707005368585,1.0673473431245586
60,0.44084836799338933,0.6579987602642767,1.0975452705010837,0.48360655737704916,0.6381023187082487,1.0710773611899338
70,0.43947114722490016,0.6604815457923482,1.1016155404019483,0.47963238946845504,0.6411324077083195,1.0757156427854349
80,0.4383693706101088,0.663711448425757,1.1067958283979,0.47665176353700944,0.6447284003710707,1.0811400803599216
90,0.43878253684065555,0.6675731981196164,1.1128671241504657,0.4744162940884252,0.6488496074744526,1.087293208063662
100,0.4383693706101088,0.6720639457285186,1.1198501480189322,0.46944858420268254,0.6534672768054383,1.0941500400590767
